deadhead_id,service_id,block_id,shape_id,to_trip_id,from_trip_id,to_deadhead_id,from_deadhead_id
55999299,SpgWkd,F93-5,,,55998433,,
56020988,Jnh,F94-4,,56020662,,,
56020884,Jnh,F94-4,,,56020705,,
56020940,Jnh,F94-5,,56020638,,,
56020875,Jnh,F94-5,,56020667,56020629,,
56020985,Jnh,F94-5,,,56020673,,
55999350,SpgWkd,F94-6,,55998984,,,
55999286,SpgWkd,F94-6,,,55999025,,
56020902,Jnh,F94-6,,56020675,,,
56020901,Jnh,F94-6,,56020419,56020674,,
56020870,Jnh,F94-6,,,56020419,,
55999240,SpgWkd,F94-7,,55998890,,,
55999329,SpgWkd,F94-7,,55999027,55998890,,
55999326,SpgWkd,F94-7,,,55999019,,
55999334,SpgWkd,F94-8,,55999023,,,
55999338,SpgWkd,F94-8,,55998888,55999029,,
55999273,SpgWkd,F94-8,,,55998888,,
55999302,SpgWkd,F94-9,,55998995,,,
55999312,SpgWkd,F94-9,,55998720,55998991,,
55999293,SpgWkd,F94-9,,,55998720,,
55999238,SpgWkd,F95-10,,55998843,55998844,,
56114987,SpgWkd,F95-10,,,55998819,,
55999297,SpgWkd,F95-11,,55998964,,,
55999322,SpgWkd,F95-11,,,55998829,,
56020899,Jnh,F95-7,,56020642,,,
56020932,Jnh,F95-7,,,56020519,,
56020929,Jnh,F96-10,,56020650,,,
56020889,Jnh,F96-10,,,56020653,,
56020966,Jnh,F96-11,,56020710,,,
56020963,Jnh,F96-11,,,56020694,,
55999265,SpgWkd,F96-12,,55998990,,,
55999358,SpgWkd,F96-12,,,55999004,,
56020914,Jnh,F96-12,,56020676,,,
56020998,Jnh,F96-12,,,56020663,,
55999210,SpgWkd,F96-13,,55998547,,,
55999382,SpgWkd,F96-13,,55998955,55998547,,
55999269,SpgWkd,F96-13,,,55998961,,
56020947,Jnh,F96-13,,56020704,,,
56020990,Jnh,F96-13,,56020646,56020690,,
56020919,Jnh,F96-13,,,56020655,,
55999333,SpgWkd,F96-14,,55998968,,,
55999230,SpgWkd,F96-14,,,55998975,,
55999266,SpgWkd,F96-15,,55999031,,,
55999370,SpgWkd,F96-15,,,55999016,,
55999277,SpgWkd,F96-16,,55998998,,,
55999365,SpgWkd,F96-16,,,55998985,,
55999298,SpgWkd,F96-17,,55999006,,,
55999135,SpgWkd,F96-17,,55998898,55999002,,
55999347,SpgWkd,F96-17,,,55998898,,
55999372,SpgWkd,F96-18,,55999015,,,
55999311,SpgWkd,F96-18,,,55999018,,
56020952,Jnh,F96-8,,56020684,,,
56020955,Jnh,F96-8,,,56020686,,
56020994,Jnh,F96-9,,56020699,,,
56020891,Jnh,F96-9,,,56020695,,
56020873,Jnh,F97-14,,56020192,,,
56020977,Jnh,F97-14,,,56020363,,
56020991,Jnh,F97-15,,56020186,,,
56020921,Jnh,F97-15,,,56020144,,
56020880,Jnh,F97-16,,56020221,,,
56020925,Jnh,F97-16,,,56020235,,
55999317,SpgWkd,F97-19,,55998897,,,
55999161,SpgWkd,F97-19,,55998523,55998897,,
55999214,SpgWkd,F97-19,,,55998537,,
56020879,Jnh,F99-17,,56020189,,,
56020964,Jnh,F99-17,,,56020336,,
56020864,Jnh,F99-18,,56020403,,,
56020903,Jnh,F99-18,,,56020564,,
55999351,SpgWkd,F99-20,,55998489,,,
55999278,SpgWkd,F99-20,,,55998642,,
55999321,SpgWkd,F99-21,,55998545,,,
55999198,SpgWkd,F99-21,,55998662,55998545,,
55999328,SpgWkd,F99-21,,,55998641,,
55999244,SpgWkd,F99-22,,55998455,,,
55999272,SpgWkd,F99-22,,55998889,55998695,,
55999232,SpgWkd,F99-22,,,55998889,,
55999243,SpgWkd,F99-23,,55998710,,,
55999270,SpgWkd,F99-23,,,55998652,,
55999287,SpgWkd,F99-24,,55998700,,,
55999253,SpgWkd,F99-24,,,55998846,,
56008698,SpgSnd,G100-42,,56008151,,,
56008700,SpgSnd,G100-42,,,56008136,,
56010225,MmlD,G100-43,,56009677,,,
56010227,MmlD,G100-43,,,56009257,,
56005023,SpgStd,G100-61,,56003611,,,
56004726,SpgStd,G100-61,,56003316,56003248,,
56005025,SpgStd,G100-61,,,56004040,,
56029031,SpgWkd,G100-62,,56027277,,,
56029032,SpgWkd,G100-62,,,56028161,,
56005104,SpgStd,G100-62,,56003675,,,
56005106,SpgStd,G100-62,,,56003435,,
56036798,Jnh,G100-64,,56035219,,,
56036975,Jnh,G100-64,,,56036102,,
56008666,SpgSnd,G101-43,,56007749,,,
56008548,SpgSnd,G101-43,,56008074,56007751,,
56008683,SpgSnd,G101-43,,,56008074,,
56008763,SpgSnd,G101-44,,56007756,,,
56008765,SpgSnd,G101-44,,,56007738,,
56010165,MmlD,G101-44,,56009275,,,
56010074,MmlD,G101-44,,56009600,56009277,,
56010224,MmlD,G101-44,,,56009600,,
56008852,SpgSnd,G101-45,,56008059,,,
56008635,SpgSnd,G101-45,,,56007960,,
56010277,MmlD,G101-45,,56009282,,,
56010279,MmlD,G101-45,,,56009264,,
56008801,SpgSnd,G101-46,,56007912,,,
56008803,SpgSnd,G101-46,,,56007722,,
56010351,MmlD,G101-46,,56009596,,,
56010166,MmlD,G101-46,,,56009570,,
56008641,SpgSnd,G101-47,,56008014,,,
56008831,SpgSnd,G101-47,,,56008050,,
56010287,MmlD,G101-47,,56009586,,,
56010289,MmlD,G101-47,,,56009248,,
56008850,SpgSnd,G101-48,,56008011,,,
56008851,SpgSnd,G101-48,,,56007810,,
56010310,MmlD,G101-48,,56009540,,,
56010311,MmlD,G101-48,,,56009576,,
56008693,SpgSnd,G101-49,,56008055,,,
56008624,SpgSnd,G101-49,,,56008053,,
56010170,MmlD,G101-49,,56009537,,,
56010331,MmlD,G101-49,,,56009336,,
56008800,SpgSnd,G101-50,,56008056,,,
56008802,SpgSnd,G101-50,,,56008037,,
56010375,MmlD,G101-50,,56009244,,,
56010377,MmlD,G101-50,,,56009572,,
56008726,SpgSnd,G101-51,,56008057,,,
56008647,SpgSnd,G101-51,,,56008033,,
56010218,MmlD,G101-51,,56009581,,,
56010167,MmlD,G101-51,,,56009579,,
56008758,SpgSnd,G101-52,,56008058,,,
56008651,SpgSnd,G101-52,,,56008036,,
56010253,MmlD,G101-52,,56009583,,,
56010163,MmlD,G101-52,,,56009559,,
56010376,MmlD,G101-53,,56009585,,,
56010378,MmlD,G101-53,,,56009565,,
56028968,SpgWkd,G101-63,,56028128,,,
56028643,SpgWkd,G101-63,,56027831,56028322,,
56028644,SpgWkd,G101-63,,56028297,56027827,,
56028861,SpgWkd,G101-63,,,56028286,,
56005052,SpgStd,G101-63,,56003741,,,
56005054,SpgStd,G101-63,,,56003788,,
56029168,SpgWkd,G101-64,,56027616,,,
56028864,SpgWkd,G101-64,,,56027513,,
56005077,SpgStd,G101-64,,56003502,,,
56005079,SpgStd,G101-64,,,56003736,,
56029027,SpgWkd,G101-65,,56028125,,,
56029028,SpgWkd,G101-65,,,56028324,,
56005308,SpgStd,G101-65,,56004496,,,
56004989,SpgStd,G101-65,,,56003748,,
56036921,Jnh,G101-65,,56036069,,,
56036497,Jnh,G101-65,,56035772,56036263,,
56036498,Jnh,G101-65,,56036238,56035768,,
56036814,Jnh,G101-65,,,56036227,,
56029081,SpgWkd,G101-66,,56027518,,,
56029083,SpgWkd,G101-66,,,56027571,,
56005075,SpgStd,G101-66,,56004514,,,
56004959,SpgStd,G101-66,,,56004507,,
56036848,Jnh,G101-66,,56035557,,,
56036822,Jnh,G101-66,,,56035455,,
56029182,SpgWkd,G101-67,,56027493,,,
56028902,SpgWkd,G101-67,,,56028492,,
56005228,SpgStd,G101-67,,56004517,,,
56004919,SpgStd,G101-67,,,56004609,,
56036973,Jnh,G101-67,,56036066,,,
56036974,Jnh,G101-67,,,56036265,,
56028799,SpgWkd,G101-68,pull0176,56027457,,,
56029141,SpgWkd,G101-68,,,56028178,,
56005252,SpgStd,G101-68,,56004519,,,
56004903,SpgStd,G101-68,,,56004510,,
56037077,Jnh,G101-68,,56035469,,,
56036820,Jnh,G101-68,,,56036215,,
56028827,SpgWkd,G101-69,,56028105,,,
56028774,SpgWkd,G101-69,,,56027447,,
56036784,Jnh,G101-69,,56035434,,,
56036818,Jnh,G101-69,,,56036433,,
56029054,SpgWkd,G101-70,,56028271,,,
56028654,SpgWkd,G101-70,,56027381,56027504,,
56028801,SpgWkd,G101-70,,,56028230,,
56037069,Jnh,G101-70,,56035361,,,
56036721,Jnh,G101-70,,,56035464,,
56036711,Jnh,G101-71,,56036150,,,
56037013,Jnh,G101-71,,56035403,56035261,,
56036830,Jnh,G101-71,,,56036174,,
56037070,Jnh,G101-72,,56036326,,,
56036768,Jnh,G101-72,,,56035388,,
56036794,Jnh,G101-73,,56035395,,,
56037092,Jnh,G101-73,,,56036119,,
56036993,Jnh,G101-74,,56036035,,,
56036780,Jnh,G101-74,,,56035468,,
56036995,Jnh,G101-75,,56036212,,,
56036501,Jnh,G101-75,,56035322,56035445,,
56036729,Jnh,G101-75,,,56036171,,
56036997,Jnh,G101-76,,56035485,,,
56036999,Jnh,G101-76,,,56036207,,
56008686,SpgSnd,G104-53,,56007877,,,
56008688,SpgSnd,G104-53,,,56007924,,
56008739,SpgSnd,G104-54,,56007884,,,
56008741,SpgSnd,G104-54,,,56007889,,
56010193,MmlD,G104-54,,56009516,,,
56010214,MmlD,G104-54,,,56009509,,
56008677,SpgSnd,G104-55,,56007898,,,
56008618,SpgSnd,G104-55,,,56007900,,
56010248,MmlD,G104-55,,56009270,,,
56010250,MmlD,G104-55,,,56009417,,
56008767,SpgSnd,G104-56,,56007908,,,
56008769,SpgSnd,G104-56,,,56007917,,
56010386,MmlD,G104-56,,56009424,,,
56010388,MmlD,G104-56,,,56009426,,
56008875,SpgSnd,G104-57,,56007916,,,
56008648,SpgSnd,G104-57,,,56007953,,
56010325,MmlD,G104-57,,56009434,,,
56010190,MmlD,G104-57,,,56009443,,
56008789,SpgSnd,G104-58,,56007918,,,
56008791,SpgSnd,G104-58,,,56007958,,
56010384,MmlD,G104-58,,56009430,,,
56010145,MmlD,G104-58,,,56009191,,
56008652,SpgSnd,G104-59,,56008015,,,
56008856,SpgSnd,G104-59,,,56008013,,
56010407,MmlD,G104-59,,56009442,,,
56010409,MmlD,G104-59,,,56009479,,
56008660,SpgSnd,G104-60,,56007966,,,
56008553,SpgSnd,G104-60,,56007760,56007978,,
56008879,SpgSnd,G104-60,,,56007772,,
56010357,MmlD,G104-60,,56009444,,,
56010164,MmlD,G104-60,,,56009484,,
56008623,SpgSnd,G104-61,,56007970,,,
56008866,SpgSnd,G104-61,,,56007992,,
56010158,MmlD,G104-61,,56009488,,,
56010347,MmlD,G104-61,,,56009518,,
56008690,SpgSnd,G104-62,,56007890,,,
56008628,SpgSnd,G104-62,,,56007903,,
56010186,MmlD,G104-62,,56009541,,,
56010336,MmlD,G104-62,,,56009539,,
56008804,SpgSnd,G104-63,,56007902,,,
56008806,SpgSnd,G104-63,,,56007910,,
56010168,MmlD,G104-63,,56009492,,,
56010079,MmlD,G104-63,,56009286,56009504,,
56010361,MmlD,G104-63,,,56009298,,
56008815,SpgSnd,G104-64,,56007904,,,
56008817,SpgSnd,G104-64,,,56007911,,
56010406,MmlD,G104-64,,56009418,,,
56010408,MmlD,G104-64,,,56009429,,
56010297,MmlD,G104-65,,56009428,,,
56010299,MmlD,G104-65,,,56009436,,
56010369,MmlD,G104-66,,56009438,,,
56010371,MmlD,G104-66,,,56009441,,
56004984,SpgStd,G104-69,,56004696,,,
56005016,SpgStd,G104-69,,,56004591,,
56005028,SpgStd,G104-70,,56003726,,,
56005030,SpgStd,G104-70,,,56003719,,
56028960,SpgWkd,G104-71,,56027626,,,
56029049,SpgWkd,G104-71,,,56028351,,
56004997,SpgStd,G104-71,,56004638,,,
56004929,SpgStd,G104-71,,,56003635,,
56029036,SpgWkd,G104-72,,56028360,,,
56029038,SpgWkd,G104-72,,,56028099,,
56004933,SpgStd,G104-72,,56003626,,,
56005227,SpgStd,G104-72,,,56004619,,
56029025,SpgWkd,G104-73,,56027597,,,
56029026,SpgWkd,G104-73,,,56028329,,
56004958,SpgStd,G104-73,,56004693,,,
56005303,SpgStd,G104-73,,,56003484,,
56029181,SpgWkd,G104-74,,56028344,,,
56028862,SpgWkd,G104-74,,,56028317,,
56005285,SpgStd,G104-74,,56003842,,,
56005286,SpgStd,G104-74,,,56004543,,
56028792,SpgWkd,G104-75,,56027114,,,
56028790,SpgWkd,G104-75,,,56028321,,
56005300,SpgStd,G104-75,,56004611,,,
56005301,SpgStd,G104-75,,,56003700,,
56028957,SpgWkd,G104-76,pull0176,56027608,,,
56028634,SpgWkd,G104-76,,56027612,56027608,,
56028959,SpgWkd,G104-76,,,56027549,,
56005015,SpgStd,G104-76,,56003969,,,
56004916,SpgStd,G104-76,,,56004647,,
56028938,SpgWkd,G104-77,,56028089,,,
56028939,SpgWkd,G104-77,,,56028400,,
56005038,SpgStd,G104-77,,56004636,,,
56004906,SpgStd,G104-77,,,56003897,,
56036922,Jnh,G104-77,pull0176,56035549,,,
56036495,Jnh,G104-77,,56035553,56035549,,
56036924,Jnh,G104-77,,,56035490,,
56029086,SpgWkd,G104-78,pull0175,56027288,,,
56029087,SpgWkd,G104-78,,56027570,56027288,,
56029089,SpgWkd,G104-78,,,56028349,,
56005035,SpgStd,G104-78,,56004678,,,
56004914,SpgStd,G104-78,,,56004672,,
56036979,Jnh,G104-78,,56036301,,,
56036981,Jnh,G104-78,,,56036040,,
56028843,SpgWkd,G104-79,,56026980,,,
56028870,SpgWkd,G104-79,,,56028274,,
56005050,SpgStd,G104-79,,56004515,,,
56004889,SpgStd,G104-79,,,56004610,,
56036939,Jnh,G104-79,,56035538,,,
56036888,Jnh,G104-79,,,56036270,,
56028883,SpgWkd,G104-80,,56028221,,,
56029150,SpgWkd,G104-80,,56027473,56027594,,
56028764,SpgWkd,G104-80,,,56028414,,
56005208,SpgStd,G104-80,,56004596,,,
56004915,SpgStd,G104-80,,,56004673,,
56036764,Jnh,G104-80,,56035304,,,
56036957,Jnh,G104-80,,56036285,56035308,,
56036959,Jnh,G104-80,,,56036258,,
56029115,SpgWkd,G104-81,,56027495,,,
56028918,SpgWkd,G104-81,,,56028090,,
56005262,SpgStd,G104-81,,56004642,,,
56005264,SpgStd,G104-81,,,56003940,,
56037108,Jnh,G104-81,,56035059,,,
56036857,Jnh,G104-81,,,56036262,,
56029165,SpgWkd,G104-82,,56028404,,,
56029167,SpgWkd,G104-82,,,56027523,,
56036706,Jnh,G104-82,,56036030,,,
56036734,Jnh,G104-82,,,56036341,,
56029055,SpgWkd,G104-83,,56028399,,,
56028556,SpgWkd,G104-83,,56028236,56028198,,
56029056,SpgWkd,G104-83,,,56028236,,
56036984,Jnh,G104-83,,56036294,,,
56036985,Jnh,G104-83,,,56036155,,
56029074,SpgWkd,G104-84,,56028309,,,
56028937,SpgWkd,G104-84,,,56028233,,
56037126,Jnh,G104-84,,56036252,,,
56036723,Jnh,G104-84,,,56035352,,
56028803,SpgWkd,G104-85,,56028229,,,
56029097,SpgWkd,G104-85,,,56028409,,
56037054,Jnh,G104-85,,56035436,,,
56036847,Jnh,G104-85,,,56036031,,
56028934,SpgWkd,G104-86,,56027690,,,
56028743,SpgWkd,G104-86,,56028231,56027689,,
56029113,SpgWkd,G104-86,,,56028272,,
56036886,Jnh,G104-86,,56036340,,,
56036472,Jnh,G104-86,,56036177,56036139,,
56036752,Jnh,G104-86,,,56036177,,
56028865,SpgWkd,G104-87,,56028193,,,
56028857,SpgWkd,G104-87,,,56027444,,
56036871,Jnh,G104-87,,56036170,,,
56037039,Jnh,G104-87,,,56036350,,
56028949,SpgWkd,G104-88,,56028388,,,
56028545,SpgWkd,G104-88,,56027803,56028316,,
56028549,SpgWkd,G104-88,,56028282,56027798,,
56028845,SpgWkd,G104-88,,,56028282,,
56037056,Jnh,G104-88,,56035631,,,
56036514,Jnh,G104-88,,56036172,56035630,,
56037057,Jnh,G104-88,,,56036213,,
56028872,SpgWkd,G104-89,,56028343,,,
56028919,SpgWkd,G104-89,,,56028281,,
56037059,Jnh,G104-89,,56036134,,,
56036793,Jnh,G104-89,,,56035385,,
56028958,SpgWkd,G104-90,,56028313,,,
56028552,SpgWkd,G104-90,,56028347,56028313,,
56028849,SpgWkd,G104-90,,,56027554,,
56036823,Jnh,G104-90,,56036329,,,
56036467,Jnh,G104-90,,56035744,56036257,,
56036468,Jnh,G104-90,,56036223,56035739,,
56036809,Jnh,G104-90,,,56036223,,
56028817,SpgWkd,G104-91,,56028303,,,
56028589,SpgWkd,G104-91,,56027765,56028283,,
56028805,SpgWkd,G104-91,,,56027765,,
56036715,Jnh,G104-91,,56036284,,,
56036801,Jnh,G104-91,,,56036222,,
56028830,SpgWkd,G104-92,,56028397,,,
56028895,SpgWkd,G104-92,,,56028396,,
56036739,Jnh,G104-92,,56035503,,,
56036738,Jnh,G104-92,,,56036337,,
56028993,SpgWkd,G104-93,,56028304,,,
56028777,SpgWkd,G104-93,,,56028305,,
56036915,Jnh,G104-93,,56036254,,,
56036470,Jnh,G104-93,,56036288,56036254,,
56036803,Jnh,G104-93,,,56035495,,
56028806,SpgWkd,G104-94,,56028350,,,
56028765,SpgWkd,G104-94,,,56027567,,
56036895,Jnh,G104-94,,56036244,,,
56036862,Jnh,G104-94,,,56035364,,
56029008,SpgWkd,G104-95,pull0176,56027336,,,
56028786,SpgWkd,G104-95,,,56028263,,
56036947,Jnh,G104-95,,56036245,,,
56036760,Jnh,G104-95,,,56036240,,
56029005,SpgWkd,G104-96,,56028402,,,
56028892,SpgWkd,G104-96,,,56027088,,
56036954,Jnh,G104-96,,56035454,,,
56036840,Jnh,G104-96,,,56036204,,
56029069,SpgWkd,G104-97,,56028307,,,
56028785,SpgWkd,G104-97,,,56028310,,
56036719,Jnh,G104-97,,56036291,,,
56036775,Jnh,G104-97,,,56036348,,
56037001,Jnh,G104-98,,56036343,,,
56037003,Jnh,G104-98,,,56035042,,
56036762,Jnh,G105-100,,56036206,,,
56037140,Jnh,G105-100,,,56036200,,
56008867,SpgSnd,G105-65,,56008090,,,
56008631,SpgSnd,G105-65,,,56008093,,
56008774,SpgSnd,G105-66,,56008077,,,
56008654,SpgSnd,G105-66,,,56008080,,
56008708,SpgSnd,G105-67,,56008082,,,
56008640,SpgSnd,G105-67,,,56008084,,
56010204,MmlD,G105-67,,56009403,,,
56010206,MmlD,G105-67,,,56009605,,
56008826,SpgSnd,G105-68,,56008085,,,
56008828,SpgSnd,G105-68,,,56008089,,
56010404,MmlD,G105-68,,56009616,,,
56010405,MmlD,G105-68,,,56009619,,
56010383,MmlD,G105-69,,56009604,,,
56010385,MmlD,G105-69,,,56009606,,
56010232,MmlD,G105-70,,56009608,,,
56010202,MmlD,G105-70,,,56009610,,
56010305,MmlD,G105-71,,56009611,,,
56010307,MmlD,G105-71,,,56009615,,
56005141,SpgStd,G105-82,,56003301,,,
56004740,SpgStd,G105-82,,56004066,56003301,,
56005143,SpgStd,G105-82,,,56004070,,
56005174,SpgStd,G105-83,,56004087,,,
56005175,SpgStd,G105-83,,,56004606,,
56005003,SpgStd,G105-84,,56004037,,,
56004890,SpgStd,G105-84,,,56004055,,
56029016,SpgWkd,G105-98,,56028390,,,
56029018,SpgWkd,G105-98,,,56027531,,
56036943,Jnh,G105-99,,56036331,,,
56036945,Jnh,G105-99,,,56035472,,
56028935,SpgWkd,G106-100,,56027255,,,
56028614,SpgWkd,G106-100,,56027331,56027278,,
56029077,SpgWkd,G106-100,,,56027119,,
56028874,SpgWkd,G106-101,,56027422,,,
56029037,SpgWkd,G106-101,,56027337,56028256,,
56028906,SpgWkd,G106-101,,,56028201,,
56036905,Jnh,G106-101,,56035217,,,
56036906,Jnh,G106-101,,,56035238,,
56029124,SpgWkd,G106-102,pull0175,56027120,,,
56029125,SpgWkd,G106-102,,,56027123,,
56036953,Jnh,G106-102,,56035198,,,
56036487,Jnh,G106-102,,56035272,56035220,,
56036757,Jnh,G106-102,,,56035317,,
56036708,Jnh,G106-103,,56035243,,,
56036796,Jnh,G106-103,,,56035069,,
56036874,Jnh,G106-104,pull0175,56035070,,,
56037068,Jnh,G106-104,,,56035068,,
56008707,SpgSnd,G106-69,,56008108,,,
56008709,SpgSnd,G106-69,,,56008104,,
56008813,SpgSnd,G106-70,,56008152,,,
56008814,SpgSnd,G106-70,,,56007797,,
56008680,SpgSnd,G106-71,,56008101,,,
56008626,SpgSnd,G106-71,,,56008113,,
56008764,SpgSnd,G106-72,,56008114,,,
56008657,SpgSnd,G106-72,,,56008124,,
56010231,MmlD,G106-72,,56009634,,,
56010233,MmlD,G106-72,,,56009630,,
56010295,MmlD,G106-73,,56009678,,,
56010296,MmlD,G106-73,,,56009323,,
56010208,MmlD,G106-74,,56009627,,,
56010143,MmlD,G106-74,,,56009639,,
56010278,MmlD,G106-75,,56009640,,,
56010179,MmlD,G106-75,,,56009650,,
56004988,SpgStd,G106-85,,56003555,,,
56005011,SpgStd,G106-85,,,56003553,,
56005127,SpgStd,G106-86,,56003730,,,
56005129,SpgStd,G106-86,,,56004005,,
56004966,SpgStd,G106-87,,56003769,,,
56004739,SpgStd,G106-87,,56003542,56003782,,
56005068,SpgStd,G106-87,,,56004000,,
56005192,SpgStd,G106-88,,56004122,,,
56005193,SpgStd,G106-88,,,56004093,,
56005275,SpgStd,G106-89,,56004024,,,
56004925,SpgStd,G106-89,,,56003990,,
56004923,SpgStd,G106-90,,56003519,,,
56005238,SpgStd,G106-90,,,56003491,,
56005169,SpgStd,G106-91,,56004015,,,
56004949,SpgStd,G106-91,,,56003300,,
56005221,SpgStd,G106-92,,56003284,,,
56005223,SpgStd,G106-92,,,56004007,,
56005231,SpgStd,G106-93,,56003597,,,
56005232,SpgStd,G106-93,,,56004010,,
56028951,SpgWkd,G106-99,,56027275,,,
56028952,SpgWkd,G106-99,,,56027296,,
56004927,SpgStd,G108-100,,56003721,,,
56004404,SpgStd,G108-100,,56003534,56003523,,
56004757,SpgStd,G108-100,,56004343,56003592,,
56005309,SpgStd,G108-100,,,56004343,,
56004899,SpgStd,G108-101,,56003307,,,
56004733,SpgStd,G108-101,,56003536,56003308,,
56004403,SpgStd,G108-101,,56003540,56003525,,
56004734,SpgStd,G108-101,,56003537,56003540,,
56004405,SpgStd,G108-101,,56003524,56003532,,
56005276,SpgStd,G108-101,,,56003531,,
56005078,SpgStd,G108-102,,56003304,,,
56004946,SpgStd,G108-102,,,56003424,,
56029114,SpgWkd,G108-103,,56028218,,,
56028666,SpgWkd,G108-103,,56028410,56027161,,
56028804,SpgWkd,G108-103,,,56028410,,
56005173,SpgStd,G108-103,,56003948,,,
56004755,SpgStd,G108-103,,56003419,56003927,,
56004996,SpgStd,G108-103,,,56003980,,
56028936,SpgWkd,G108-104,,56027127,,,
56028767,SpgWkd,G108-104,,,56027116,,
56037022,Jnh,G108-105,,56035200,,,
56037024,Jnh,G108-105,,,56035078,,
56036873,Jnh,G108-106,,56035080,,,
56037097,Jnh,G108-106,,,56035061,,
56008728,SpgSnd,G108-73,,56008095,,,
56008730,SpgSnd,G108-73,,,56008111,,
56008771,SpgSnd,G108-74,,56008115,,,
56008773,SpgSnd,G108-74,,,56008154,,
56008639,SpgSnd,G108-75,,56008155,,,
56008836,SpgSnd,G108-75,,,56007766,,
56010183,MmlD,G108-76,,56009621,,,
56010273,MmlD,G108-76,,,56009658,,
56010322,MmlD,G108-77,,56009652,,,
56010180,MmlD,G108-77,,,56009685,,
56010144,MmlD,G108-78,,56009335,,,
56010285,MmlD,G108-78,,,56009329,,
56010226,MmlD,G108-79,,56009631,,,
56010173,MmlD,G108-79,,,56009642,,
56005037,SpgStd,G108-94,,56003330,,,
56005039,SpgStd,G108-94,,,56003337,,
56005049,SpgStd,G108-95,,56003321,,,
56005051,SpgStd,G108-95,,,56003329,,
56005041,SpgStd,G108-96,,56004034,,,
56004732,SpgStd,G108-96,,56003257,56004614,,
56004926,SpgStd,G108-96,,,56003971,,
56005280,SpgStd,G108-97,,56003586,,,
56004983,SpgStd,G108-97,,,56004029,,
56005289,SpgStd,G108-98,,56003432,,,
56004971,SpgStd,G108-98,,,56003508,,
56005267,SpgStd,G108-99,,56003729,,,
56004767,SpgStd,G108-99,,56003541,56003729,,
56004402,SpgStd,G108-99,,56003526,56003521,,
56004768,SpgStd,G108-99,,56003752,56003581,,
56005268,SpgStd,G108-99,,,56003754,,
56005020,SpgStd,G109-104,,56004664,,,
56005022,SpgStd,G109-104,,,56003672,,
56028779,SpgWkd,G109-105,pull0176,56027274,,,
56028955,SpgWkd,G109-105,,56028362,56027273,,
56028956,SpgWkd,G109-105,,,56028330,,
56005123,SpgStd,G109-105,,56004618,,,
56005125,SpgStd,G109-105,,,56004502,,
56029177,SpgWkd,G109-106,,56027436,,,
56029178,SpgWkd,G109-106,,,56028332,,
56005069,SpgStd,G109-106,,56003856,,,
56005071,SpgStd,G109-106,,,56003859,,
56028791,SpgWkd,G109-107,,56027440,,,
56028994,SpgWkd,G109-107,,,56026973,,
56005166,SpgStd,G109-107,,56003681,,,
56005168,SpgStd,G109-107,,,56004528,,
56036821,Jnh,G109-107,pull0176,56035216,,,
56036909,Jnh,G109-107,,56036303,56035215,,
56036910,Jnh,G109-107,,,56036271,,
56029004,SpgWkd,G109-108,,56027363,,,
56028569,SpgWkd,G109-108,,56027868,56028331,,
56028610,SpgWkd,G109-108,,56028314,56027856,,
56029006,SpgWkd,G109-108,,,56028314,,
56005218,SpgStd,G109-108,,56003273,,,
56004721,SpgStd,G109-108,,56004064,56003273,,
56004947,SpgStd,G109-108,,,56004529,,
56037132,Jnh,G109-108,,56035377,,,
56037133,Jnh,G109-108,,,56036273,,
56029075,SpgWkd,G109-109,,56028258,,,
56028901,SpgWkd,G109-109,,,56028147,,
56005170,SpgStd,G109-109,,56004571,,,
56004986,SpgStd,G109-109,,,56004569,,
56036889,Jnh,G109-109,,56035381,,,
56036890,Jnh,G109-109,,,56036300,,
56029169,SpgWkd,G109-110,,56028353,,,
56029170,SpgWkd,G109-110,,,56027319,,
56005188,SpgStd,G109-110,,56004605,,,
56005190,SpgStd,G109-110,,,56004537,,
56037119,Jnh,G109-110,,56036277,,,
56036475,Jnh,G109-110,,56035809,56036272,,
56036486,Jnh,G109-110,,56036255,56035797,,
56037121,Jnh,G109-110,,,56036039,,
56028869,SpgWkd,G109-111,,56028240,,,
56028932,SpgWkd,G109-111,,,56027534,,
56004952,SpgStd,G109-111,,56004532,,,
56005233,SpgStd,G109-111,,,56004544,,
56036716,Jnh,G109-111,,56036199,,,
56036855,Jnh,G109-111,,,56036092,,
56029060,SpgWkd,G109-112,,56027849,,,
56028749,SpgWkd,G109-112,,56027235,56027169,,
56028886,SpgWkd,G109-112,,,56027412,,
56005243,SpgStd,G109-112,,56004525,,,
56005244,SpgStd,G109-112,,,56004526,,
56036726,Jnh,G109-112,,56036181,,,
56037135,Jnh,G109-112,,,56035475,,
56029064,SpgWkd,G109-113,,56028348,,,
56029066,SpgWkd,G109-113,,,56028237,,
56005313,SpgStd,G109-113,,56004534,,,
56004722,SpgStd,G109-113,,56003580,56004613,,
56005314,SpgStd,G109-113,,,56003580,,
56036779,Jnh,G109-113,,56035363,,,
56036836,Jnh,G109-113,,,56035232,,
56029117,SpgWkd,G109-114,,56028275,,,
56029118,SpgWkd,G109-114,,,56027126,,
56005165,SpgStd,G109-114,,56004586,,,
56005167,SpgStd,G109-114,,,56004562,,
56037110,Jnh,G109-114,,56036210,,,
56036504,Jnh,G109-114,,56036198,56036210,,
56036505,Jnh,G109-114,,56036351,56035106,,
56037017,Jnh,G109-114,,,56036130,,
56029052,SpgWkd,G109-115,,56028290,,,
