deadhead_id,service_id,block_id,shape_id,to_trip_id,from_trip_id,to_deadhead_id,from_deadhead_id
55803760,SpgWkd,A04-1,,55802856,,,
55803674,SpgWkd,A04-1,,,55802861,,
55846019,Jnh,A04-1,,55845224,,,
55846034,Jnh,A04-1,,,55845229,,
55803671,SpgWkd,A04-2,,55802830,,,
55803718,SpgWkd,A04-2,,,55802832,,
55846177,Jnh,A04-2,,55845203,,,
55846178,Jnh,A04-2,,,55845205,,
55803636,SpgWkd,A04-3,,55803438,,,
55803656,SpgWkd,A04-3,,,55803441,,
55846171,Jnh,A04-3,,55845561,,,
55846003,Jnh,A04-3,,,55845708,,
55803621,SpgWkd,A04-4,,55803261,,,
55803672,SpgWkd,A04-4,,,55803256,,
55846168,Jnh,A04-4,,55845559,,,
55846111,Jnh,A04-4,,,55845707,,
55803803,SpgWkd,A04-5,,55803259,,,
55803664,SpgWkd,A04-5,,,55803440,,
55846082,Jnh,A07-5,,55845607,,,
55846052,Jnh,A07-5,pull0212,,55845739,,
55803630,SpgWkd,A07-6,,55803308,,,
55803349,SpgWkd,A07-6,,55803313,55803308,,
55803661,SpgWkd,A07-6,pull0212,,55803428,,
55803654,SpgWkd,A08-10,,55803488,,,
55803629,SpgWkd,A08-10,,,55803490,,
55846085,Jnh,A08-10,,55845481,,,
55846115,Jnh,A08-10,,,55845603,,
55803712,SpgWkd,A08-11,,55803135,,,
55803752,SpgWkd,A08-11,,,55803137,,
55803673,SpgWkd,A08-12,,55803302,,,
55803315,SpgWkd,A08-12,,55803376,55803302,,
55803679,SpgWkd,A08-12,,,55803376,,
55846100,Jnh,A08-6,,55845393,,,
55846062,Jnh,A08-6,,,55845395,,
55803805,SpgWkd,A08-7,,55803067,,,
55803728,SpgWkd,A08-7,,,55803069,,
55846092,Jnh,A08-7,,55845449,,,
55846038,Jnh,A08-7,,,55845452,,
55803684,SpgWkd,A08-8,,55803138,,,
55803669,SpgWkd,A08-8,,,55803141,,
55845998,Jnh,A08-8,,55845755,,,
55846025,Jnh,A08-8,,,55845757,,
55803771,SpgWkd,A08-9,,55803303,,,
55803653,SpgWkd,A08-9,,55803436,55803305,,
55803620,SpgWkd,A08-9,,,55803445,,
55846000,Jnh,A08-9,,55845447,,,
55846033,Jnh,A08-9,,,55845448,,
55846037,Jnh,A09-11,pull0213,55845591,,,
55846183,Jnh,A09-11,pull0212,,55845819,,
55846005,Jnh,A09-12,pull0208,55845589,,,
55846006,Jnh,A09-12,pull0212,,55845737,,
55803813,SpgWkd,A09-13,,55802865,,,
55802868,SpgWkd,A09-13,,55802866,55802864,,
55803731,SpgWkd,A09-13,pull0212,,55802866,,
55846070,Jnh,A09-13,pull0208,55845596,,,
55846151,Jnh,A09-13,pull0212,,55845816,,
55803751,SpgWkd,A09-14,pull0208,55803288,,,
55803821,SpgWkd,A09-14,pull0212,,55803575,,
55803706,SpgWkd,A09-15,,55803309,,,
55803725,SpgWkd,A09-15,pull0212,,55803472,,
55803789,SpgWkd,A09-16,pull0208,55803296,,,
55803713,SpgWkd,A09-16,pull0212,,55803572,,
55846108,Jnh,A10-14,,55845233,,,
55845236,Jnh,A10-14,,55845234,55845232,,
55846051,Jnh,A10-14,,,55845242,,
55845984,Jnh,A10-15,pull0213,55845599,,,
55846058,Jnh,A10-15,,55845703,55845594,,
55845999,Jnh,A10-15,,,55845712,,
55846004,Jnh,A10-16,,55845479,,,
55846014,Jnh,A10-16,pull0212,,55845751,,
55803647,SpgWkd,A10-17,,55803293,,,
55803637,SpgWkd,A10-17,,,55803487,,
55846069,Jnh,A10-17,,55845750,,,
55846180,Jnh,A10-17,pull0212,,55845753,,
55803738,SpgWkd,A10-18,,55803301,,,
55803692,SpgWkd,A10-18,pull0212,,55803486,,
55803719,SpgWkd,A10-19,,55803484,,,
55803819,SpgWkd,A10-19,,,55803481,,
55803736,SpgWkd,A10-20,,55803578,,,
55803797,SpgWkd,A10-20,,,55803577,,
55803659,SpgWkd,A10-21,pull0213,55802875,,,
55803681,SpgWkd,A10-21,,,55803171,,
55803799,SpgWkd,A10-22,,55803295,,,
55803739,SpgWkd,A10-22,,,55803300,,
55846122,Jnh,A15-18,pull0143,55845324,,,
55846066,Jnh,A15-18,,,55845326,,
55803657,SpgWkd,A15-23,,55802988,,,
55803716,SpgWkd,A15-23,,,55802986,,
55846166,Jnh,A16-19,,55845598,,,
55846116,Jnh,A16-19,,,55845758,,
55803631,SpgWkd,A16-24,,55803298,,,
55803658,SpgWkd,A16-24,,,55803491,,
55846023,Jnh,A17-20,,55845536,,,
55846117,Jnh,A17-20,,,55845691,,
55803651,SpgWkd,A17-25,,55803236,,,
55803617,SpgWkd,A17-25,,,55803424,,
55846163,Jnh,A19-21,,55845429,,,
55846164,Jnh,A19-21,,,55845432,,
55846172,Jnh,A19-22,pull0143,55845219,,,
55846173,Jnh,A19-22,,,55845221,,
55846039,Jnh,A19-23,,55845543,,,
55846125,Jnh,A19-23,,55845748,55845690,,
55846107,Jnh,A19-23,,,55845821,,
55846013,Jnh,A19-24,,55845528,,,
55846002,Jnh,A19-24,,,55845701,,
55846127,Jnh,A19-25,,55845520,,,
55846030,Jnh,A19-25,,,55845542,,
55803710,SpgWkd,A19-26,,55803113,,,
55803640,SpgWkd,A19-26,,,55803116,,
55846128,Jnh,A19-26,pull0143,55845532,,,
55846102,Jnh,A19-26,,,55845548,,
55803809,SpgWkd,A19-27,pull0143,55802849,,,
55803810,SpgWkd,A19-27,,,55802851,,
55845982,Jnh,A19-27,,55845533,,,
55846042,Jnh,A19-27,,,55845605,,
55803796,SpgWkd,A19-28,,55803239,,,
55803746,SpgWkd,A19-28,,,55803423,,
55803633,SpgWkd,A19-29,,55803228,,,
55803815,SpgWkd,A19-29,,,55803434,,
55803783,SpgWkd,A19-30,pull0143,55803232,,,
55803785,SpgWkd,A19-30,,,55803248,,
55803817,SpgWkd,A19-31,,55803233,,,
55803818,SpgWkd,A19-31,,,55803311,,
55803670,SpgWkd,A19-32,,55803245,,,
55803638,SpgWkd,A19-32,,,55803242,,
55846098,Jnh,A22-28,pull0143,55845277,,,
55845986,Jnh,A22-28,,,55845278,,
55846123,Jnh,A22-29,pull0143,55845251,,,
55846029,Jnh,A22-29,,,55845254,,
55845994,Jnh,A22-30,,55845537,,,
55846001,Jnh,A22-30,,,55845756,,
55803781,SpgWkd,A22-33,pull0143,55802924,,,
55803782,SpgWkd,A22-33,,,55802925,,
55803768,SpgWkd,A22-34,,55802889,,,
55803714,SpgWkd,A22-34,,,55802892,,
55803722,SpgWkd,A22-35,pull0143,55803307,,,
55803750,SpgWkd,A22-35,,,55803489,,
55846035,Jnh,A43-31,pull0143,55845362,,,
55846161,Jnh,A43-31,,,55845820,,
55803623,SpgWkd,A43-36,pull0143,55803030,,,
55803798,SpgWkd,A43-36,,,55803576,,
55845990,Jnh,A501-64,,55845258,,,
55846012,Jnh,A501-64,pull0142,,55845255,,
55846072,Jnh,A501-65,,55845309,,,
55846174,Jnh,A501-65,pull0142,,55845310,,
55846155,Jnh,A501-66,pull0141,55845639,,,
55846156,Jnh,A501-66,,,55845825,,
55803808,SpgWkd,A501-67,,55802900,,,
55803762,SpgWkd,A501-67,pull0142,,55802897,,
55803626,SpgWkd,A501-68,,55802790,,,
55803724,SpgWkd,A501-68,pull0142,,55802814,,
55803697,SpgWkd,A501-69,,55802965,,,
55803715,SpgWkd,A501-69,pull0142,,55802966,,
55803742,SpgWkd,A501-70,pull0141,55803372,,,
55803744,SpgWkd,A501-70,,,55803601,,
55846110,Jnh,A504-67,,55845214,,,
55845211,Jnh,A504-67,,55845217,55845216,,
55846170,Jnh,A504-67,pull0142,,55845217,,
55846137,Jnh,A504-68,,55845280,,,
55846139,Jnh,A504-68,,,55845283,,
55846165,Jnh,A504-69,,55845168,,,
55846056,Jnh,A504-69,pull0142,,55845314,,
55846075,Jnh,A504-70,,55845312,,,
55845981,Jnh,A504-70,pull0142,,55845316,,
55803779,SpgWkd,A504-71,,55802844,,,
55802839,SpgWkd,A504-71,,55802847,55802846,,
55803780,SpgWkd,A504-71,pull0142,,55802847,,
55846105,Jnh,A504-71,,55845188,,,
55845985,Jnh,A504-71,pull0142,,55845185,,
55803686,SpgWkd,A504-72,,55802930,,,
55803784,SpgWkd,A504-72,pull0142,,55802931,,
55846126,Jnh,A504-72,pull0141,55845632,,,
55846063,Jnh,A504-72,,,55845826,,
55803770,SpgWkd,A504-73,,55802970,,,
55803758,SpgWkd,A504-73,pull0142,,55802972,,
55846011,Jnh,A504-73,pull0141,55845645,,,
55845996,Jnh,A504-73,,,55845791,,
55803702,SpgWkd,A504-74,,55802812,,,
55803726,SpgWkd,A504-74,,,55802878,,
55846022,Jnh,A504-74,,55845601,,,
55845608,Jnh,A504-74,,55845643,55845601,,
55846089,Jnh,A504-74,,,55845792,,
55803743,SpgWkd,A504-75,pull0141,55803370,,,
55803735,SpgWkd,A504-75,,,55803602,,
55846131,Jnh,A504-75,pull0141,55845243,,,
55846027,Jnh,A504-75,pull0142,,55845487,,
55803642,SpgWkd,A504-76,pull0141,55803378,,,
55803650,SpgWkd,A504-76,,,55803547,,
55846159,Jnh,A504-76,pull0141,55845454,,,
55846057,Jnh,A504-76,pull0142,,55845492,,
55803682,SpgWkd,A504-77,pull0141,55802937,,,
55803683,SpgWkd,A504-77,pull0142,,55803191,,
55846074,Jnh,A504-77,pull0141,55845490,,,
55846009,Jnh,A504-77,pull0142,,55845642,,
55803625,SpgWkd,A504-78,,55803188,,,
55803668,SpgWkd,A504-78,pull0142,,55803371,,
55846044,Jnh,A505-78,,55845433,,,
55845435,Jnh,A505-78,,55845436,55845434,,
55846162,Jnh,A505-78,pull0142,,55845190,,
55803775,SpgWkd,A505-79,,55803119,,,
55803123,SpgWkd,A505-79,,55803124,55803120,,
55803776,SpgWkd,A505-79,pull0142,,55803125,,
55846113,Jnh,A505-79,,55845275,,,
55846142,Jnh,A505-79,pull0142,,55845271,,
55803766,SpgWkd,A505-80,,55802922,,,
55803720,SpgWkd,A505-80,pull0142,,55802918,,
55846114,Jnh,A505-80,,55845388,,,
55846046,Jnh,A505-80,pull0142,,55845390,,
55803688,SpgWkd,A505-81,,55803062,,,
55803615,SpgWkd,A505-81,pull0142,,55803064,,
55846176,Jnh,A505-81,pull0141,55845652,,,
55845759,Jnh,A505-81,,55845798,55845652,,
55846024,Jnh,A505-81,pull0142,,55845796,,
55803729,SpgWkd,A505-82,pull0141,55803385,,,
55803503,SpgWkd,A505-82,,55803554,55803385,,
55803649,SpgWkd,A505-82,pull0142,,55803552,,
55846104,Jnh,A553-82,,55845201,,,
55846008,Jnh,A553-82,,,55845246,,
55803704,SpgWkd,A553-83,,55802828,,,
55803624,SpgWkd,A553-83,,,55802880,,
55846093,Jnh,A553-83,,55845328,,,
55846121,Jnh,A553-83,,,55845331,,
55803703,SpgWkd,A553-84,,55802992,,,
55803727,SpgWkd,A553-84,,,55802995,,
55846160,Jnh,A553-84,,55845800,,,
55846081,Jnh,A553-84,,,55845829,,
55803795,SpgWkd,A553-85,,55803556,,,
55803693,SpgWkd,A553-85,,,55803605,,
55846015,Jnh,A553-85,,55845650,,,
55846184,Jnh,A553-85,,,55845827,,
55803769,SpgWkd,A553-86,,55803391,,,
55803635,SpgWkd,A553-86,,55803546,55803389,,
55803652,SpgWkd,A553-86,,,55803548,,
55846150,Jnh,A553-86,,55845245,,,
55846049,Jnh,A553-86,,,55845651,,
55803800,SpgWkd,A553-87,,55803383,,,
55803721,SpgWkd,A553-87,,,55803603,,
55846077,Jnh,A553-87,,55845343,,,
55846068,Jnh,A553-87,,,55845498,,
55803709,SpgWkd,A553-88,,55803009,,,
55803747,SpgWkd,A553-88,,,55803195,,
55845983,Jnh,A553-88,,55845496,,,
55846048,Jnh,A553-88,,,55845656,,
55803643,SpgWkd,A553-89,,55803194,,,
55803759,SpgWkd,A553-89,,,55803384,,
55846101,Jnh,A554-89,,55845411,,,
55845997,Jnh,A554-89,,,55845410,,
55803687,SpgWkd,A554-90,,55803092,,,
55803676,SpgWkd,A554-90,,,55803091,,
55846152,Jnh,A554-90,,55845659,,,
55846153,Jnh,A554-90,,,55845806,,
55803755,SpgWkd,A554-91,,55803392,,,
55803790,SpgWkd,A554-91,,,55803562,,
55846080,Jnh,A556-91,,55845420,,,
55846106,Jnh,A556-91,,55845281,55845423,,
55846041,Jnh,A556-91,pull0142,,55845291,,
55803678,SpgWkd,A556-92,,55803102,,,
55803622,SpgWkd,A556-92,,,55803105,,
55846148,Jnh,A556-92,,55845613,,,
55846028,Jnh,A556-92,,,55845762,,
55803787,SpgWkd,A556-93,,55803333,,,
55803788,SpgWkd,A556-93,,,55803511,,
55846091,Jnh,A558-93,,55845163,,,
55846078,Jnh,A558-93,,,55845223,,
55803691,SpgWkd,A558-94,,55802784,,,
55803732,SpgWkd,A558-94,,,55802855,,
55846133,Jnh,A57-32,,55845342,,,
55846061,Jnh,A57-32,,,55845334,,
55846045,Jnh,A57-33,,55845369,,,
55846079,Jnh,A57-33,,,55845462,,
55846179,Jnh,A57-34,,55845319,,,
55846054,Jnh,A57-34,,,55845321,,
55846031,Jnh,A57-35,,55845471,,,
55846021,Jnh,A57-35,,,55845725,,
55846010,Jnh,A57-36,,55845161,,,
55846065,Jnh,A57-36,,,55845237,,
55803773,SpgWkd,A57-37,,55803006,,,
55803774,SpgWkd,A57-37,,,55802998,,
55846071,Jnh,A57-37,,55845386,,,
55846088,Jnh,A57-37,,,55845381,,
55803730,SpgWkd,A57-38,,55803038,,,
55803700,SpgWkd,A57-38,,,55803452,,
55846064,Jnh,A57-38,,55845178,,,
55846096,Jnh,A57-38,,,55845239,,
55803811,SpgWkd,A57-39,,55802977,,,
55803812,SpgWkd,A57-39,,,55802979,,
55846018,Jnh,A57-39,,55845300,,,
55846053,Jnh,A57-39,,55845823,55845727,,
55846050,Jnh,A57-39,,,55845824,,
55803644,SpgWkd,A57-40,,55802780,,,
55803356,SpgWkd,A57-40,,55803359,55803264,,
55803740,SpgWkd,A57-40,,55803401,55803533,,
55803699,SpgWkd,A57-40,,,55803564,,
55846084,Jnh,A57-40,,55845501,,,
55846020,Jnh,A57-40,,,55845664,,
55803767,SpgWkd,A57-41,,55803210,,,
55803634,SpgWkd,A57-41,,,55803449,,
55846067,Jnh,A57-41,,55845463,,,
55846118,Jnh,A57-41,,,55845719,,
55803662,SpgWkd,A57-42,,55803304,,,
55803324,SpgWkd,A57-42,,55803306,55803304,,
55803325,SpgWkd,A57-42,,55803267,55803306,,
55803689,SpgWkd,A57-42,,,55803569,,
55846017,Jnh,A57-42,,55845453,,,
55845627,Jnh,A57-42,,55845629,55845564,,
55845989,Jnh,A57-42,,55845668,55845777,,
55846095,Jnh,A57-42,,,55845808,,
55803708,SpgWkd,A57-43,,55803056,,,
55803677,SpgWkd,A57-43,,,55803051,,
55846167,Jnh,A57-43,,55845566,,,
55846032,Jnh,A57-43,,,55845716,,
55803618,SpgWkd,A57-44,,55802800,,,
55803655,SpgWkd,A57-44,,,55803458,,
55846120,Jnh,A57-44,,55845539,,,
55846158,Jnh,A57-44,,,55845813,,
55803628,SpgWkd,A57-45,,55802952,,,
55803748,SpgWkd,A57-45,,55803579,55803460,,
55803665,SpgWkd,A57-45,,,55803580,,
55803675,SpgWkd,A57-46,,55803366,,,
55803367,SpgWkd,A57-46,,55803364,55803366,,
55803357,SpgWkd,A57-46,,55803200,55803364,,
55803619,SpgWkd,A57-46,,,55803397,,
55846059,Jnh,A59-45,,55845399,,,
55846169,Jnh,A59-45,,,55845396,,
55846103,Jnh,A59-46,,55845266,,,
55845995,Jnh,A59-46,,,55845270,,
55803764,SpgWkd,A59-47,,55803075,,,
55803616,SpgWkd,A59-47,,,55803077,,
55846112,Jnh,A59-47,,55845348,,,
55845992,Jnh,A59-47,,,55845346,,
55803757,SpgWkd,A59-48,,55802910,,,
55803804,SpgWkd,A59-48,,,55802913,,
55846047,Jnh,A59-48,,55845505,,,
55846154,Jnh,A59-48,,,55845661,,
55803690,SpgWkd,A59-49,,55803014,,,
55803641,SpgWkd,A59-49,,,55803012,,
55846007,Jnh,A59-49,,55845666,,,
55846097,Jnh,A59-49,,,55845667,,
55803791,SpgWkd,A59-50,,55803204,,,
55803792,SpgWkd,A59-50,,,55803394,,
55846145,Jnh,A59-50,,55845510,,,
55846146,Jnh,A59-50,,,55845671,,
55803627,SpgWkd,A59-51,,55803399,,,
55803632,SpgWkd,A59-51,,,55803400,,
55846099,Jnh,A59-51,,55845400,,,
55846073,Jnh,A59-51,,,55845456,,
55803734,SpgWkd,A59-52,,55803209,,,
55803711,SpgWkd,A59-52,,,55803404,,
55846157,Jnh,A59-52,,55845458,,,
55846026,Jnh,A59-52,,,55845509,,
55803698,SpgWkd,A59-53,,55802911,,,
55803723,SpgWkd,A59-53,,,55803150,,
55846138,Jnh,A59-53,,55845457,,,
55846043,Jnh,A59-53,,,55845503,,
55803793,SpgWkd,A59-54,,55803079,,,
55803753,SpgWkd,A59-54,,,55803202,,
55803816,SpgWkd,A59-55,,55803151,,,
55803745,SpgWkd,A59-55,,,55803208,,
55846130,Jnh,A60-54,,55845443,,,
55846132,Jnh,A60-54,,,55845439,,
55846175,Jnh,A60-55,,55845289,,,
55846016,Jnh,A60-55,,,55845290,,
55803777,SpgWkd,A60-56,,55803131,,,
55803663,SpgWkd,A60-56,,,55803127,,
55846136,Jnh,A60-56,,55845511,,,
55846182,Jnh,A60-56,,,55845809,,
55803806,SpgWkd,A60-57,,55802939,,,
55803807,SpgWkd,A60-57,,,55802940,,
55846086,Jnh,A60-57,,55845461,,,
55846149,Jnh,A60-57,,,55845678,,
55803666,SpgWkd,A60-58,,55803211,,,
55803820,SpgWkd,A60-58,,,55803565,,
55803667,SpgWkd,A60-59,,55803152,,,
55803814,SpgWkd,A60-59,,,55803411,,
55803794,SpgWkd,A60-60,,55803220,,,
55803741,SpgWkd,A60-60,,,55803240,,
55846036,Jnh,A65-58,,55845405,,,
55845407,Jnh,A65-58,,55845406,55845405,,
55846135,Jnh,A65-58,,55845186,55845404,,
55846094,Jnh,A65-58,pull0142,,55845244,,
55845988,Jnh,A65-59,,55845261,,,
55846124,Jnh,A65-59,,,55845262,,
55846055,Jnh,A65-60,,55845193,,,
55845197,Jnh,A65-60,,55845192,55845191,,
55845991,Jnh,A65-60,,,55845192,,
55803695,SpgWkd,A65-61,,55803082,,,
55803086,SpgWkd,A65-61,,55803083,55803082,,
55803802,SpgWkd,A65-61,,,55803081,,
55846040,Jnh,A65-61,,55845521,,,
55846119,Jnh,A65-61,,,55845681,,
55803639,SpgWkd,A65-62,,55802903,,,
55803646,SpgWkd,A65-62,,,55802904,,
55846087,Jnh,A65-62,,55845526,,,
55846060,Jnh,A65-62,,,55845686,,
55803761,SpgWkd,A65-63,,55802817,,,
55802821,SpgWkd,A65-63,,55802816,55802815,,
55803801,SpgWkd,A65-63,,,55802816,,
55846083,Jnh,A65-63,,55845628,,,
55845993,Jnh,A65-63,,,55845775,,
55803680,SpgWkd,A65-64,,55803221,,,
55803763,SpgWkd,A65-64,,,55803414,,
55803778,SpgWkd,A65-65,,55803226,,,
55803754,SpgWkd,A65-65,,,55803419,,
55803645,SpgWkd,A65-66,,55803358,,,
55803648,SpgWkd,A65-66,,,55803531,,
55846134,Jnh,A708-94,,55845619,,,
55845987,Jnh,A708-94,,,55845763,,
55803707,SpgWkd,A708-95,,55803172,,,
55803749,SpgWkd,A708-95,,55803339,55803173,,
55803685,SpgWkd,A708-95,,,55803512,,
55803765,SpgWkd,A747-100,pull0143,55803335,,,
55803694,SpgWkd,A747-100,,,55803517,,
55803701,SpgWkd,A747-101,pull0143,55802885,,,
55803737,SpgWkd,A747-101,,,55802887,,
55846076,Jnh,A747-95,pull0143,55845415,,,
55846147,Jnh,A747-95,,,55845769,,
55803705,SpgWkd,A747-96,pull0143,55803096,,,
55803786,SpgWkd,A747-96,,,55803518,,
55846143,Jnh,A747-96,,55845626,,,
55846144,Jnh,A747-96,,,55845772,,
55803772,SpgWkd,A747-97,,55803347,,,
55803660,SpgWkd,A747-97,,,55803521,,
55846090,Jnh,A747-97,,55845302,,,
55846181,Jnh,A747-97,,,55845768,,
55803733,SpgWkd,A747-98,,55802956,,,
55803756,SpgWkd,A747-98,,,55803180,,
55846140,Jnh,A747-98,pull0143,55845162,,,
55845172,Jnh,A747-98,,55845180,55845167,,
55846141,Jnh,A747-98,,,55845212,,
55803696,SpgWkd,A747-99,pull0143,55802783,,,
55802794,SpgWkd,A747-99,,55802803,55802789,,
55803717,SpgWkd,A747-99,,,55802842,,
55846109,Jnh,A747-99,pull0143,55845248,,,
55846129,Jnh,A747-99,,,55845250,,
55891529,SpgWkd,B14-1,,55890013,,,
55891593,SpgWkd,B14-1,,,55890034,,
55806737,SpgStd,B14-1,,55806032,,,
55806076,SpgStd,B14-1,,55806058,55805964,,
55806739,SpgStd,B14-1,,,55805444,,
55896131,Jnh,B14-1,,55894832,,,
55896234,Jnh,B14-1,,55895118,55894853,,
55896082,Jnh,B14-1,,,55895052,,
55895987,Jnh,B14-10,,55894857,,,
55896031,Jnh,B14-10,,,55894859,,
55891405,SpgWkd,B14-2,,55890014,,,
55891403,SpgWkd,B14-2,,,55890035,,
55806714,SpgStd,B14-2,,55805442,,,
55806666,SpgStd,B14-2,,,55805448,,
55896414,Jnh,B14-2,,55894833,,,
55896415,Jnh,B14-2,,,55894854,,
55891349,SpgWkd,B14-3,,55890030,,,
55891350,SpgWkd,B14-3,,,55890036,,
55806704,SpgStd,B14-3,,55805440,,,
55806647,SpgStd,B14-3,,,55805464,,
55896329,Jnh,B14-3,,55894837,,,
55896166,Jnh,B14-3,,,55894839,,
55891500,SpgWkd,B14-4,,55889040,,,
55891216,SpgWkd,B14-4,,55890024,55889040,,
55891232,SpgWkd,B14-4,,,55890045,,
55806805,SpgStd,B14-4,,55805466,,,
55806806,SpgStd,B14-4,,,55805457,,
55896375,Jnh,B14-4,,55894843,,,
55896376,Jnh,B14-4,,,55894864,,
55891639,SpgWkd,B14-5,,55890028,,,
55890064,SpgWkd,B14-5,,55890046,55890012,,
55891641,SpgWkd,B14-5,,,55890048,,
55806877,SpgStd,B14-5,,55805470,,,
55806878,SpgStd,B14-5,,,55805458,,
55896364,Jnh,B14-5,,55894847,,,
55894882,Jnh,B14-5,,55894865,55894831,,
55896149,Jnh,B14-5,,,55894867,,
55891633,SpgWkd,B14-6,,55890023,,,
55891634,SpgWkd,B14-6,,,55890029,,
55806808,SpgStd,B14-6,,55805450,,,
55806809,SpgStd,B14-6,,,55805474,,
55896162,Jnh,B14-6,,55894844,,,
55896049,Jnh,B14-6,,55895213,55894862,,
55896020,Jnh,B14-6,,,55895222,,
55891246,SpgWkd,B14-7,,55890020,,,
55891252,SpgWkd,B14-7,,,55890040,,
55806810,SpgStd,B14-7,,55805462,,,
55806646,SpgStd,B14-7,,,55805465,,
55896229,Jnh,B14-7,,55894842,,,
55896055,Jnh,B14-7,,,55894848,,
55891573,SpgWkd,B14-8,,55890037,,,
55891391,SpgWkd,B14-8,,,55890039,,
55806831,SpgStd,B14-8,,55805449,,,
55806603,SpgStd,B14-8,,,55805452,,
55896425,Jnh,B14-8,,55894849,,,
55896427,Jnh,B14-8,,,55894852,,
55891224,SpgWkd,B14-9,,,,55891679,
55891679,SpgWkd,B14-9,,55890025,,,55891224
55891377,SpgWkd,B14-9,,,55890043,,
55896310,Jnh,B14-9,,55894856,,,
55896134,Jnh,B14-9,,,55894858,,
55809199,SpgSnd,B21-1,,55808956,,,
55809201,SpgSnd,B21-1,,,55808581,,
55897987,MmlD,B21-1,,55897746,,,
55897933,MmlD,B21-1,,,55897371,,
55891346,SpgWkd,B21-10,,55889132,,,
55891481,SpgWkd,B21-10,,,55890108,,
55806781,SpgStd,B21-10,,55805594,,,
55806636,SpgStd,B21-10,,,55806223,,
55891401,SpgWkd,B21-11,,55889067,,,
55891385,SpgWkd,B21-11,,,55889086,,
55806820,SpgStd,B21-11,,55806211,,,
55806608,SpgStd,B21-11,,,55806052,,
55896158,Jnh,B21-11,,55893956,,,
55896011,Jnh,B21-11,,55894208,55893909,,
55896241,Jnh,B21-11,,,55894228,,
55891505,SpgWkd,B21-12,,55889134,,,
55891596,SpgWkd,B21-12,,,55890231,,
55806590,SpgStd,B21-12,,55806051,,,
55806415,SpgStd,B21-12,,,55806397,,
55896188,Jnh,B21-12,,55893891,,,
55896223,Jnh,B21-12,,,55894935,,
55891331,SpgWkd,B21-13,,55889069,,,
55891688,SpgWkd,B21-13,,,55889084,,
55806644,SpgStd,B21-13,,55805892,,,
55806750,SpgStd,B21-13,,55805810,55805926,,
55806751,SpgStd,B21-13,,55806206,55805798,,
55806623,SpgStd,B21-13,,,55806230,,
55896106,Jnh,B21-13,,55893958,,,
55896154,Jnh,B21-13,,,55895049,,
55891236,SpgWkd,B21-14,,55890708,,,
55891230,SpgWkd,B21-14,,,55889183,,
55806691,SpgStd,B21-14,,55806200,,,
55806640,SpgStd,B21-14,,,55806224,,
55896420,Jnh,B21-14,,55893893,,,
55896037,Jnh,B21-14,,,55893908,,
55891508,SpgWkd,B21-15,,55889313,,,
55891429,SpgWkd,B21-15,,,55889122,,
55896212,Jnh,B21-15,,55894194,,,
55896297,Jnh,B21-15,,55893983,55894229,,
55896369,Jnh,B21-15,,55894212,55893932,,
55896370,Jnh,B21-15,,,55894239,,
55891482,SpgWkd,B21-16,,55889268,,,
55891362,SpgWkd,B21-16,,,55890119,,
55896014,Jnh,B21-16,,55894981,,,
55895981,Jnh,B21-16,,55894873,55894179,,
55896145,Jnh,B21-16,,,55894875,,
55891607,SpgWkd,B21-17,,55889152,,,
55891669,SpgWkd,B21-17,,55889391,55890781,,
55891418,SpgWkd,B21-17,,,55889419,,
55896138,Jnh,B21-17,,55894092,,,
55896341,Jnh,B21-17,,,55894937,,
55891518,SpgWkd,B21-18,,55889167,,,
55891474,SpgWkd,B21-18,,,55889117,,
55896098,Jnh,B21-18,,55893976,,,
55896181,Jnh,B21-18,,,55895081,,
55891502,SpgWkd,B21-19,,55889179,,,
55891606,SpgWkd,B21-19,,,55889355,,
55896010,Jnh,B21-19,,55895131,,,
55896354,Jnh,B21-19,,,55895089,,
55891213,SpgWkd,B21-20,,55889190,,,
55891184,SpgWkd,B21-20,,,55890606,,
55896356,Jnh,B21-20,,55894005,,,
55895885,Jnh,B21-20,,,55895414,,
55891671,SpgWkd,B21-21,,55889195,,,
55891174,SpgWkd,B21-21,,,55890590,,
55896265,Jnh,B21-21,,55893947,,,
55896374,Jnh,B21-21,,,55893953,,
55891697,SpgWkd,B21-22,,,,55891503,
55891503,SpgWkd,B21-22,,,,,55891697
55896384,Jnh,B21-22,,55894014,,,
55895751,Jnh,B21-22,,,55895416,,
55891383,SpgWkd,B21-23,,55889153,,,
55891625,SpgWkd,B21-23,,,55890448,,
55896002,Jnh,B21-23,,55894021,,,
55895808,Jnh,B21-23,,,55895400,,
55806718,SpgStd,B21-9,,55805252,,,
55806720,SpgStd,B21-9,,,55805593,,
55806724,SpgStd,B24-15,,55805529,,,
55806726,SpgStd,B24-15,,,55805523,,
55806734,SpgStd,B24-16,,55805520,,,
55806736,SpgStd,B24-16,,,55805522,,
55806834,SpgStd,B24-17,,55805542,,,
55806835,SpgStd,B24-17,,,55805508,,
55806798,SpgStd,B24-18,,55805541,,,
55806638,SpgStd,B24-18,,,55805509,,
55806825,SpgStd,B24-19,,55805652,,,
55806827,SpgStd,B24-19,,,55805657,,
55809174,SpgSnd,B24-2,,55808403,,,
55809146,SpgSnd,B24-2,,,55808624,,
55897948,MmlD,B24-2,,55897193,,,
55897917,MmlD,B24-2,,,55897413,,
