deadhead_id,arrival_time,departure_time,stop_id,location_sequence,shape_dist_traveled,ops_location_id
56036724,20:38:00,20:38:00,55012,1,,
56036724,20:50:00,20:50:00,45002,2,,
56036725,09:09:00,09:09:00,5271,1,,
56036725,09:22:00,09:22:00,55012,2,,
56036726,16:27:00,16:27:00,55012,1,,
56036726,16:32:00,16:32:00,29008,2,,
56036727,10:24:00,10:24:00,8309,1,,
56036727,10:38:00,10:38:00,55012,2,,
56036728,08:52:00,08:52:00,55012,1,,
56036728,08:57:00,08:57:00,29003,2,,
56036729,17:01:00,17:01:00,29001,1,,
56036729,17:05:00,17:05:00,55012,2,,
56036730,15:18:00,15:18:00,8309,1,,
56036730,15:32:00,15:32:00,55012,2,,
56036731,20:54:00,20:54:00,8309,1,,
56036731,21:08:00,21:08:00,55012,2,,
56036732,18:08:00,18:08:00,5547,1,,
56036732,18:24:00,18:24:00,55012,2,,
56036733,21:43:00,21:43:00,55012,1,,
56036733,21:57:00,21:57:00,8309,2,,
56036734,17:44:00,17:44:00,29001,1,,
56036734,17:48:00,17:48:00,55012,2,,
56036735,21:14:00,21:14:00,8309,1,,
56036735,21:28:00,21:28:00,55012,2,,
56036736,22:32:00,22:32:00,8692,1,,
56036736,22:44:00,22:44:00,55012,2,,
56036737,16:05:00,16:05:00,55012,1,,
56036737,16:10:00,16:10:00,29011,2,,
56036738,13:16:00,13:16:00,29001,1,,
56036738,13:20:00,13:20:00,55012,2,,
56036739,09:45:00,09:45:00,55012,1,,
56036739,09:50:00,09:50:00,29011,2,,
56036740,12:16:00,12:16:00,29001,1,,
56036740,12:20:00,12:20:00,55012,2,,
56036741,05:50:00,05:50:00,55012,1,,
56036741,05:55:00,05:55:00,29006,2,,
56036742,17:19:00,17:19:00,8309,1,,
56036742,17:34:00,17:34:00,55012,2,,
56036743,22:51:00,22:51:00,53270,1,,
56036743,23:06:00,23:06:00,55012,2,,
56036744,16:55:00,16:55:00,8309,1,,
56036744,17:10:00,17:10:00,55012,2,,
56036745,16:09:00,16:09:00,45002,1,,
56036745,16:20:00,16:20:00,55012,2,,
56036746,09:56:00,09:56:00,8309,1,,
56036746,10:10:00,10:10:00,55012,2,,
56036747,24:56:00,24:56:00,5547,1,,
56036747,25:11:00,25:11:00,55012,2,,
56036748,19:20:00,19:20:00,5271,1,,
56036748,19:33:00,19:33:00,55012,2,,
56036749,22:48:00,22:48:00,5547,1,,
56036749,23:03:00,23:03:00,55012,2,,
56036750,16:41:00,16:41:00,5666,1,,
56036750,16:58:00,16:58:00,55012,2,,
56036751,22:47:00,22:47:00,29001,1,,
56036751,22:51:00,22:51:00,55012,2,,
56036752,21:20:00,21:20:00,29001,1,,
56036752,21:24:00,21:24:00,55012,2,,
56036753,20:23:00,20:23:00,5472,1,,
56036753,20:47:00,20:47:00,55012,2,,
56036754,14:52:00,14:52:00,8309,1,,
56036754,15:06:00,15:06:00,55012,2,,
56036755,10:19:00,10:19:00,55012,1,,
56036755,10:36:00,10:36:00,5547,2,,
56036756,19:41:00,19:41:00,55012,1,,
56036756,19:55:00,19:55:00,8309,2,,
56036757,13:03:00,13:03:00,5472,1,,
56036757,13:27:00,13:27:00,55012,2,,
56036758,22:31:00,22:31:00,29001,1,,
56036758,22:35:00,22:35:00,55012,2,,
56036759,17:59:00,17:59:00,7417,1,,
56036759,18:16:00,18:16:00,55012,2,,
56036760,15:22:00,15:22:00,29001,1,,
56036760,15:26:00,15:26:00,55012,2,,
56036761,22:43:00,22:43:00,5104,1,,
56036761,22:58:00,22:58:00,55012,2,,
56036762,17:10:00,17:10:00,55012,1,,
56036762,17:15:00,17:15:00,29007,2,,
56036763,24:54:00,24:54:00,5271,1,,
56036763,25:06:00,25:06:00,55012,2,,
56036764,05:35:00,05:35:00,55012,1,,
56036764,05:50:00,05:50:00,15058,2,,
56036765,09:34:00,09:34:00,8309,1,,
56036765,09:48:00,09:48:00,55012,2,,
56036766,20:18:00,20:18:00,55012,1,,
56036766,20:23:00,20:23:00,29007,2,,
56036767,25:40:00,25:40:00,15058,1,,
56036767,25:55:00,25:55:00,55012,2,,
56036768,24:59:00,24:59:00,5072,1,,
56036768,25:14:00,25:14:00,55012,2,,
56036769,20:41:00,20:41:00,29001,1,,
56036769,20:45:00,20:45:00,55012,2,,
56036770,15:32:00,15:32:00,5104,1,,
56036770,15:52:00,15:52:00,55012,2,,
56036771,16:45:00,16:45:00,8309,1,,
56036771,17:00:00,17:00:00,55012,2,,
56036772,11:55:00,11:55:00,55012,1,,
56036772,12:00:00,12:00:00,29003,2,,
56036773,22:41:00,22:41:00,45002,1,,
56036773,22:50:00,22:50:00,55012,2,,
56036774,10:29:00,10:29:00,5547,1,,
56036774,10:45:00,10:45:00,55012,2,,
56036775,16:19:00,16:19:00,29001,1,,
56036775,16:23:00,16:23:00,55012,2,,
56036776,20:04:00,20:04:00,5547,1,,
56036776,20:20:00,20:20:00,55012,2,,
56036777,21:07:00,21:07:00,29001,1,,
56036777,21:11:00,21:11:00,55012,2,,
56036778,13:37:00,13:37:00,29001,1,,
56036778,13:41:00,13:41:00,55012,2,,
56036779,13:20:00,13:20:00,55012,1,,
56036779,13:25:00,13:25:00,29006,2,,
56036780,16:15:00,16:15:00,29001,1,,
56036780,16:19:00,16:19:00,55012,2,,
56036781,12:43:00,12:43:00,5547,1,,
56036781,12:59:00,12:59:00,55012,2,,
56036782,21:09:00,21:09:00,8309,1,,
56036782,21:23:00,21:23:00,55012,2,,
56036783,13:00:00,13:00:00,55012,1,,
56036783,13:05:00,13:05:00,29009,2,,
56036784,17:02:00,17:02:00,55012,1,,
56036784,17:07:00,17:07:00,29012,2,,
56036785,12:19:00,12:19:00,5547,1,,
56036785,12:35:00,12:35:00,55012,2,,
56036786,12:18:00,12:18:00,29001,1,,
56036786,12:22:00,12:22:00,55012,2,,
56036787,05:56:00,05:56:00,55012,1,,
56036787,06:15:00,06:15:00,7412,2,,
56036788,21:08:00,21:08:00,5104,1,,
56036788,21:28:00,21:28:00,55012,2,,
56036789,09:03:00,09:03:00,8309,1,,
56036789,09:17:00,09:17:00,55012,2,,
56036790,11:31:00,11:31:00,55012,1,,
56036790,11:36:00,11:36:00,29008,2,,
56036791,12:31:00,12:31:00,5547,1,,
56036791,12:47:00,12:47:00,55012,2,,
56036792,12:29:00,12:29:00,29001,1,,
56036792,12:33:00,12:33:00,55012,2,,
56036793,24:57:00,24:57:00,29001,1,,
56036793,25:01:00,25:01:00,55012,2,,
56036794,22:30:00,22:30:00,55012,1,,
56036794,22:35:00,22:35:00,29012,2,,
56036795,19:16:00,19:16:00,55012,1,,
56036795,19:35:00,19:35:00,53270,2,,
56036796,21:25:00,21:25:00,5271,1,,
56036796,21:38:00,21:38:00,55012,2,,
56036797,12:08:00,12:08:00,55012,1,,
56036797,12:20:00,12:20:00,45002,2,,
56036798,06:30:00,06:30:00,55012,1,,
56036798,06:47:00,06:47:00,5666,2,,
56036799,12:55:00,12:55:00,5547,1,,
56036799,13:11:00,13:11:00,55012,2,,
56036800,21:04:00,21:04:00,8309,1,,
56036800,21:18:00,21:18:00,55012,2,,
56036801,12:56:00,12:56:00,29001,1,,
56036801,13:00:00,13:00:00,55012,2,,
56036802,10:43:00,10:43:00,55012,1,,
56036802,10:48:00,10:48:00,29010,2,,
56036803,13:05:00,13:05:00,29001,1,,
56036803,13:09:00,13:09:00,55012,2,,
56036804,19:56:00,19:56:00,29001,1,,
56036804,20:00:00,20:00:00,55012,2,,
56036805,25:55:00,25:55:00,29001,1,,
56036805,25:59:00,25:59:00,55012,2,,
56036806,10:17:00,10:17:00,29001,1,,
56036806,10:21:00,10:21:00,55012,2,,
56036807,19:08:00,19:08:00,29001,1,,
56036807,19:12:00,19:12:00,55012,2,,
56036808,18:01:00,18:01:00,29001,1,,
56036808,18:05:00,18:05:00,55012,2,,
56036809,12:46:00,12:46:00,29001,1,,
56036809,12:50:00,12:50:00,55012,2,,
56036810,12:37:00,12:37:00,5547,1,,
56036810,12:53:00,12:53:00,55012,2,,
56036811,21:04:00,21:04:00,5547,1,,
56036811,21:20:00,21:20:00,55012,2,,
56036812,10:59:00,10:59:00,5547,1,,
56036812,11:15:00,11:15:00,55012,2,,
56036813,05:10:00,05:10:00,55012,1,,
56036813,05:15:00,05:15:00,29011,2,,
56036814,13:06:00,13:06:00,29001,1,,
56036814,13:10:00,13:10:00,55012,2,,
56036815,11:32:00,11:32:00,55012,1,,
56036815,11:46:00,11:46:00,8309,2,,
56036816,13:30:00,13:30:00,8309,1,,
56036816,13:44:00,13:44:00,55012,2,,
56036817,22:35:00,22:35:00,55012,1,,
56036817,22:45:00,22:45:00,8309,2,,
56036818,19:33:00,19:33:00,28745,1,,
56036818,19:41:00,19:41:00,55012,2,,
56036819,05:32:00,05:32:00,55012,1,,
56036819,05:53:00,05:53:00,2362,2,,
56036820,20:57:00,20:57:00,29001,1,,
56036820,21:01:00,21:01:00,55012,2,,
56036821,04:26:00,04:26:00,55012,1,,
56036821,04:45:00,04:45:00,53270,2,,
56036822,12:03:00,12:03:00,29001,1,,
56036822,12:07:00,12:07:00,55012,2,,
56036823,09:21:00,09:21:00,55012,1,,
56036823,09:26:00,09:26:00,29007,2,,
56036824,15:09:00,15:09:00,29001,1,,
56036824,15:13:00,15:13:00,55012,2,,
56036825,09:23:00,09:23:00,45002,1,,
56036825,09:34:00,09:34:00,55012,2,,
56036826,16:42:00,16:42:00,55012,1,,
56036826,16:59:00,16:59:00,5586,2,,
56036827,18:28:00,18:28:00,5547,1,,
56036827,18:44:00,18:44:00,55012,2,,
56036828,09:52:00,09:52:00,55012,1,,
56036828,09:57:00,09:57:00,29008,2,,
56036829,04:17:00,04:17:00,55012,1,,
56036829,04:30:00,04:30:00,2637,2,,
56036830,22:27:00,22:27:00,29001,1,,
56036830,22:31:00,22:31:00,55012,2,,
56036831,20:36:00,20:36:00,29001,1,,
56036831,20:40:00,20:40:00,55012,2,,
56036832,15:55:00,15:55:00,29001,1,,
56036832,15:59:00,15:59:00,55012,2,,
56036833,19:49:00,19:49:00,6548,1,,
56036833,20:02:00,20:02:00,55012,2,,
56036834,13:00:00,13:00:00,5104,1,,
56036834,13:20:00,13:20:00,55012,2,,
56036835,16:15:00,16:15:00,8309,1,,
56036835,16:30:00,16:30:00,55012,2,,
56036836,20:36:00,20:36:00,5666,1,,
56036836,20:51:00,20:51:00,55012,2,,
56036837,14:25:00,14:25:00,8309,1,,
56036837,14:39:00,14:39:00,55012,2,,
56036838,19:32:00,19:32:00,5547,1,,
56036838,19:48:00,19:48:00,55012,2,,
56036839,20:15:00,20:15:00,29001,1,,
56036839,20:19:00,20:19:00,55012,2,,
56036840,15:45:00,15:45:00,29001,1,,
56036840,15:49:00,15:49:00,55012,2,,
56036841,05:00:00,05:00:00,55012,1,,
56036841,05:15:00,05:15:00,5104,2,,
56036842,13:20:00,13:20:00,55012,1,,
56036842,13:34:00,13:34:00,8309,2,,
56036843,13:25:00,13:25:00,5547,1,,
56036843,13:41:00,13:41:00,55012,2,,
56036844,10:32:00,10:32:00,29001,1,,
56036844,10:36:00,10:36:00,55012,2,,
56036845,18:52:00,18:52:00,29001,1,,
56036845,18:56:00,18:56:00,55012,2,,
56036846,25:39:00,25:39:00,45002,1,,
56036846,25:48:00,25:48:00,55012,2,,
56036847,19:20:00,19:20:00,6310,1,,
56036847,19:36:00,19:36:00,55012,2,,
56036848,08:40:00,08:40:00,55012,1,,
56036848,08:45:00,08:45:00,29011,2,,
56036849,21:52:00,21:52:00,8309,1,,
56036849,22:06:00,22:06:00,55012,2,,
56036850,20:08:00,20:08:00,55012,1,,
56036850,20:20:00,20:20:00,45002,2,,
56036851,12:07:00,12:07:00,55012,1,,
56036851,12:24:00,12:24:00,5547,2,,
56036852,19:54:00,19:54:00,8309,1,,
56036852,20:08:00,20:08:00,55012,2,,
56036853,16:04:00,16:04:00,29001,1,,
56036853,16:08:00,16:08:00,55012,2,,
56036854,04:56:00,04:56:00,55012,1,,
56036854,05:10:00,05:10:00,7412,2,,
56036855,21:55:00,21:55:00,5271,1,,
56036855,22:08:00,22:08:00,55012,2,,
56036856,19:57:00,19:57:00,45002,1,,
56036856,20:08:00,20:08:00,55012,2,,
56036857,10:23:00,10:23:00,29001,1,,
56036857,10:27:00,10:27:00,55012,2,,
56036858,09:05:00,09:05:00,55012,1,,
56036858,09:10:00,09:10:00,29010,2,,
56036859,13:26:00,13:26:00,29001,1,,
56036859,13:30:00,13:30:00,55012,2,,
56036860,21:09:00,21:09:00,5271,1,,
56036860,21:22:00,21:22:00,55012,2,,
56036861,04:34:00,04:34:00,55012,1,,
56036861,04:50:00,04:50:00,5547,2,,
56036862,12:28:00,12:28:00,29001,1,,
56036862,12:32:00,12:32:00,55012,2,,
56036863,19:53:00,19:53:00,29001,1,,
56036863,19:57:00,19:57:00,55012,2,,
56036864,12:13:00,12:13:00,45002,1,,
56036864,12:24:00,12:24:00,55012,2,,
56036865,21:47:00,21:47:00,5547,1,,
56036865,22:03:00,22:03:00,55012,2,,
56036866,12:56:00,12:56:00,29001,1,,
56036866,13:00:00,13:00:00,55012,2,,
56036867,13:15:00,13:15:00,29001,1,,
56036867,13:19:00,13:19:00,55012,2,,
56036868,10:49:00,10:49:00,55012,1,,
56036868,11:06:00,11:06:00,5547,2,,
56036869,19:55:00,19:55:00,55012,1,,
56036869,20:00:00,20:00:00,29010,2,,
56036870,13:03:00,13:03:00,5072,1,,
56036870,13:22:00,13:22:00,55012,2,,
56036871,18:53:00,18:53:00,55012,1,,
56036871,18:58:00,18:58:00,29007,2,,
56036872,22:45:00,22:45:00,55012,1,,
56036872,22:50:00,22:50:00,29011,2,,
56036873,22:21:00,22:21:00,55012,1,,
56036873,22:35:00,22:35:00,7412,2,,
56036874,21:15:00,21:15:00,55012,1,,
56036874,21:30:00,21:30:00,5271,2,,
56036875,12:27:00,12:27:00,29001,1,,
56036875,12:31:00,12:31:00,55012,2,,
56036876,19:51:00,19:51:00,55012,1,,
56036876,20:10:00,20:10:00,53270,2,,
56036877,06:53:00,06:53:00,55012,1,,
56036877,07:10:00,07:10:00,5586,2,,
56036878,21:00:00,21:00:00,55012,1,,
56036878,21:15:00,21:15:00,5271,2,,
56036879,08:08:00,08:08:00,45002,1,,
56036879,08:19:00,08:19:00,55012,2,,
56036880,20:06:00,20:06:00,5072,1,,
56036880,20:25:00,20:25:00,55012,2,,
56036881,13:13:00,13:13:00,55012,1,,
56036881,13:30:00,13:30:00,5547,2,,
56036882,19:50:00,19:50:00,29001,1,,
56036882,19:54:00,19:54:00,55012,2,,
56036883,15:37:00,15:37:00,8309,1,,
56036883,15:52:00,15:52:00,55012,2,,
56036884,09:46:00,09:46:00,29001,1,,
56036884,09:50:00,09:50:00,55012,2,,
56036885,15:26:00,15:26:00,29001,1,,
56036885,15:30:00,15:30:00,55012,2,,
56036886,17:44:00,17:44:00,55012,1,,
56036886,17:49:00,17:49:00,29007,2,,
56036887,15:52:00,15:52:00,8309,1,,
56036887,16:07:00,16:07:00,55012,2,,
56036888,09:15:00,09:15:00,53270,1,,
56036888,09:34:00,09:34:00,55012,2,,
56036889,05:10:00,05:10:00,55012,1,,
56036889,05:15:00,05:15:00,29006,2,,
56036890,08:09:00,08:09:00,29001,1,,
56036890,08:13:00,08:13:00,55012,2,,
56036891,04:29:00,04:29:00,55012,1,,
56036891,04:45:00,04:45:00,5547,2,,
56036892,09:18:00,09:18:00,55012,1,,
56036892,09:30:00,09:30:00,45002,2,,
56036893,08:01:00,08:01:00,8309,1,,
56036893,08:15:00,08:15:00,55012,2,,
56036894,04:22:00,04:22:00,55012,1,,
56036894,04:38:00,04:38:00,5547,2,,
56036895,10:21:00,10:21:00,55012,1,,
56036895,10:26:00,10:26:00,29007,2,,
56036896,09:21:00,09:21:00,5547,1,,
56036896,09:37:00,09:37:00,55012,2,,
56036897,04:39:00,04:39:00,55012,1,,
56036897,04:55:00,04:55:00,5547,2,,
56036898,08:15:00,08:15:00,8309,1,,
56036898,08:29:00,08:29:00,55012,2,,
56036899,04:21:00,04:21:00,55012,1,,
56036899,04:35:00,04:35:00,7412,2,,
56036900,09:08:00,09:08:00,55012,1,,
56036900,09:25:00,09:25:00,5547,2,,
56036901,08:25:00,08:25:00,29001,1,,
56036901,08:29:00,08:29:00,55012,2,,
56036902,04:26:00,04:26:00,55012,1,,
56036902,04:45:00,04:45:00,53270,2,,
56036903,09:20:00,09:20:00,55012,1,,
56036903,09:25:00,09:25:00,29006,2,,
56036904,08:33:00,08:33:00,29001,1,,
56036904,08:37:00,08:37:00,55012,2,,
56036905,04:39:00,04:39:00,55012,1,,
56036905,05:00:00,05:00:00,5472,2,,
56036906,08:30:00,08:30:00,5271,1,,
56036906,08:45:00,08:45:00,55012,2,,
56036907,04:45:00,04:45:00,55012,1,,
56036907,05:00:00,05:00:00,5104,2,,
56036908,09:03:00,09:03:00,55012,1,,
56036908,09:17:00,09:17:00,8309,2,,
56036909,05:57:00,05:57:00,5327,1,,
56036909,06:12:00,06:12:00,7412,2,,
56036910,08:49:00,08:49:00,29001,1,,
56036910,08:53:00,08:53:00,55012,2,,
56036911,04:41:00,04:41:00,55012,1,,
56036911,05:00:00,05:00:00,53270,2,,
56036912,09:50:00,09:50:00,55012,1,,
56036912,09:55:00,09:55:00,29010,2,,
56036913,09:03:00,09:03:00,29001,1,,
56036913,09:07:00,09:07:00,55012,2,,
56036914,04:41:00,04:41:00,55012,1,,
56036914,04:55:00,04:55:00,7412,2,,
56036915,10:11:00,10:11:00,55012,1,,
56036915,10:16:00,10:16:00,29008,2,,
56036916,09:13:00,09:13:00,8309,1,,
56036916,09:27:00,09:27:00,55012,2,,
56036917,04:40:00,04:40:00,55012,1,,
56036917,04:45:00,04:45:00,29011,2,,
56036918,04:49:00,04:49:00,55012,1,,
56036918,05:00:00,05:00:00,45002,2,,
56036919,10:14:00,10:14:00,55012,1,,
56036919,10:28:00,10:28:00,8309,2,,
56036920,09:34:00,09:34:00,29001,1,,
56036920,09:38:00,09:38:00,55012,2,,
56036921,04:40:00,04:40:00,55012,1,,
56036921,04:45:00,04:45:00,29003,2,,
56036922,04:36:00,04:36:00,55012,1,,
56036922,04:55:00,04:55:00,53270,2,,
56036923,10:19:00,10:19:00,55012,1,,
56036923,10:40:00,10:40:00,5104,2,,
56036924,09:17:00,09:17:00,29001,1,,
56036924,09:21:00,09:21:00,55012,2,,
56036925,04:54:00,04:54:00,55012,1,,
56036925,05:10:00,05:10:00,5547,2,,
56036926,08:37:00,08:37:00,8309,1,,
56036926,08:51:00,08:51:00,55012,2,,
56036927,04:51:00,04:51:00,55012,1,,
56036927,05:00:00,05:00:00,8302,2,,
56036928,09:09:00,09:09:00,5327,1,,
56036928,09:28:00,09:28:00,55012,2,,
56036929,04:46:00,04:46:00,55012,1,,
56036929,05:05:00,05:05:00,53270,2,,
56036930,05:02:00,05:02:00,55012,1,,
56036930,05:16:00,05:16:00,7412,2,,
56036931,09:46:00,09:46:00,55012,1,,
56036931,10:00:00,10:00:00,8309,2,,
56036932,08:50:00,08:50:00,29001,1,,
56036932,08:54:00,08:54:00,55012,2,,
56036933,04:44:00,04:44:00,55012,1,,
56036933,05:00:00,05:00:00,5547,2,,
56036934,08:20:00,08:20:00,8309,1,,
56036934,08:34:00,08:34:00,55012,2,,
56036935,04:59:00,04:59:00,55012,1,,
56036935,05:15:00,05:15:00,5547,2,,
56036936,09:17:00,09:17:00,5547,1,,
56036936,09:33:00,09:33:00,55012,2,,
56036937,04:49:00,04:49:00,55012,1,,
56036937,05:05:00,05:05:00,5547,2,,
56036938,09:43:00,09:43:00,29001,1,,
56036938,09:47:00,09:47:00,55012,2,,
56036939,06:05:00,06:05:00,55012,1,,
56036939,06:10:00,06:10:00,29012,2,,
56036940,05:07:00,05:07:00,55012,1,,
56036940,05:22:00,05:22:00,5586,2,,
56036941,09:12:00,09:12:00,5104,1,,
56036941,09:32:00,09:32:00,55012,2,,
56036942,09:23:00,09:23:00,29001,1,,
56036942,09:27:00,09:27:00,55012,2,,
56036943,05:21:00,05:21:00,55012,1,,
56036943,05:26:00,05:26:00,29007,2,,
56036944,12:20:00,12:20:00,55012,1,,
56036944,12:25:00,12:25:00,29009,2,,
56036945,09:53:00,09:53:00,29001,1,,
56036945,09:57:00,09:57:00,55012,2,,
56036946,07:28:00,07:28:00,5072,1,,
56036946,07:43:00,07:43:00,45002,2,,
56036947,11:21:00,11:21:00,55012,1,,
56036947,11:26:00,11:26:00,29007,2,,
56036948,09:21:00,09:21:00,29001,1,,
56036948,09:25:00,09:25:00,55012,2,,
56036949,05:30:00,05:30:00,55012,1,,
56036949,05:35:00,05:35:00,29010,2,,
56036950,09:35:00,09:35:00,6548,1,,
56036950,09:48:00,09:48:00,55012,2,,
56036951,05:33:00,05:33:00,55012,1,,
56036951,05:45:00,05:45:00,45002,2,,
56036952,12:19:00,12:19:00,55012,1,,
56036952,12:36:00,12:36:00,5547,2,,
56036953,05:38:00,05:38:00,55012,1,,
56036953,05:55:00,05:55:00,5586,2,,
56036954,12:03:00,12:03:00,55012,1,,
56036954,12:08:00,12:08:00,29012,2,,
56036955,05:27:00,05:27:00,55012,1,,
56036955,05:43:00,05:43:00,6548,2,,
56036956,12:31:00,12:31:00,55012,1,,
56036956,12:48:00,12:48:00,5547,2,,
56036957,07:07:00,07:07:00,5327,1,,
56036957,07:32:00,07:32:00,29007,2,,
56036958,12:44:00,12:44:00,55012,1,,
56036958,13:05:00,13:05:00,5104,2,,
56036959,10:13:00,10:13:00,29001,1,,
56036959,10:17:00,10:17:00,55012,2,,
56036960,05:31:00,05:31:00,55012,1,,
56036960,05:36:00,05:36:00,29008,2,,
56036961,12:35:00,12:35:00,55012,1,,
56036961,12:40:00,12:40:00,29010,2,,
56036962,09:46:00,09:46:00,29001,1,,
56036962,09:50:00,09:50:00,55012,2,,
56036963,05:40:00,05:40:00,55012,1,,
56036963,05:45:00,05:45:00,29011,2,,
56036964,12:43:00,12:43:00,55012,1,,
56036964,13:00:00,13:00:00,5547,2,,
56036965,10:08:00,10:08:00,29001,1,,
56036965,10:12:00,10:12:00,55012,2,,
56036966,13:11:00,13:11:00,55012,1,,
56036966,13:16:00,13:16:00,29008,2,,
56036967,05:44:00,05:44:00,55012,1,,
56036967,06:00:00,06:00:00,5666,2,,
56036968,13:10:00,13:10:00,55012,1,,
56036968,13:15:00,13:15:00,29012,2,,
56036969,10:18:00,10:18:00,8309,1,,
56036969,10:32:00,10:32:00,55012,2,,
56036970,07:22:00,07:22:00,55012,1,,
56036970,07:38:00,07:38:00,8309,2,,
56036971,12:51:00,12:51:00,55012,1,,
56036971,12:56:00,12:56:00,29008,2,,
56036972,11:42:00,11:42:00,8309,1,,
56036972,11:56:00,11:56:00,55012,2,,
56036973,06:15:00,06:15:00,55012,1,,
56036973,06:20:00,06:20:00,29003,2,,
56036974,09:53:00,09:53:00,29001,1,,
56036974,09:57:00,09:57:00,55012,2,,
56036975,10:05:00,10:05:00,8301,1,,
56036975,10:16:00,10:16:00,55012,2,,
56036976,06:35:00,06:35:00,55012,1,,
56036976,06:52:00,06:52:00,5586,2,,
56036977,06:35:00,06:35:00,55012,1,,
56036977,06:40:00,06:40:00,29002,2,,
56036978,10:07:00,10:07:00,5271,1,,
56036978,10:20:00,10:20:00,55012,2,,
56036979,07:01:00,07:01:00,55012,1,,
56036979,07:06:00,07:06:00,29007,2,,
56036980,13:07:00,13:07:00,55012,1,,
56036980,13:12:00,13:12:00,29011,2,,
56036981,10:43:00,10:43:00,29001,1,,
56036981,10:47:00,10:47:00,55012,2,,
56036982,06:37:00,06:37:00,55012,1,,
56036982,06:45:00,06:45:00,28746,2,,
56036983,10:30:00,10:30:00,28745,1,,
56036983,10:38:00,10:38:00,55012,2,,
56036984,15:11:00,15:11:00,55012,1,,
56036984,15:16:00,15:16:00,29007,2,,
56036985,18:39:00,18:39:00,29001,1,,
56036985,18:43:00,18:43:00,55012,2,,
56036986,14:40:00,14:40:00,55012,1,,
56036986,14:57:00,14:57:00,5547,2,,
56036987,18:49:00,18:49:00,5547,1,,
56036987,19:05:00,19:05:00,55012,2,,
56036988,15:27:00,15:27:00,55012,1,,
56036988,15:32:00,15:32:00,29012,2,,
56036989,18:53:00,18:53:00,2637,1,,
56036989,19:12:00,19:12:00,55012,2,,
56036990,19:28:00,19:28:00,29001,1,,
56036990,19:32:00,19:32:00,55012,2,,
56036991,12:54:00,12:54:00,55012,1,,
56036991,13:13:00,13:13:00,53270,2,,
56036992,21:07:00,21:07:00,29001,1,,
56036992,21:11:00,21:11:00,55012,2,,
56036993,12:30:00,12:30:00,55012,1,,
56036993,12:35:00,12:35:00,29003,2,,
56036994,17:10:00,17:10:00,55012,1,,
56036994,17:25:00,17:25:00,8309,2,,
56036995,13:20:00,13:20:00,55012,1,,
56036995,13:39:00,13:39:00,7412,2,,
56036996,14:16:00,14:16:00,5271,1,,
56036996,14:29:00,14:29:00,5327,2,,
56036997,13:32:00,13:32:00,55012,1,,
56036997,13:37:00,13:37:00,29011,2,,
56036998,17:52:00,17:52:00,55012,1,,
56036998,18:15:00,18:15:00,5547,2,,
56036999,17:10:00,17:10:00,29001,1,,
56036999,17:14:00,17:14:00,55012,2,,
56037000,21:33:00,21:33:00,8309,1,,
56037000,21:47:00,21:47:00,55012,2,,
56037001,13:21:00,13:21:00,55012,1,,
56037001,13:26:00,13:26:00,29007,2,,
56037002,17:37:00,17:37:00,55012,1,,
56037002,18:00:00,18:00:00,5547,2,,
56037003,16:45:00,16:45:00,29001,1,,
56037003,16:49:00,16:49:00,55012,2,,
56037004,13:40:00,13:40:00,55012,1,,
56037004,13:55:00,13:55:00,5271,2,,
56037005,17:50:00,17:50:00,55012,1,,
56037005,18:05:00,18:05:00,8309,2,,
56037006,16:54:00,16:54:00,5586,1,,
56037006,17:11:00,17:11:00,55012,2,,
56037007,13:41:00,13:41:00,55012,1,,
56037007,13:55:00,13:55:00,8309,2,,
56037008,16:20:00,16:20:00,8309,1,,
56037008,16:35:00,16:35:00,55012,2,,
56037009,13:43:00,13:43:00,55012,1,,
56037009,14:00:00,14:00:00,5547,2,,
56037010,18:50:00,18:50:00,55012,1,,
56037010,18:55:00,18:55:00,29006,2,,
56037011,22:17:00,22:17:00,29001,1,,
56037011,22:21:00,22:21:00,55012,2,,
56037012,14:48:00,14:48:00,55012,1,,
56037012,14:53:00,14:53:00,29011,2,,
56037013,19:51:00,19:51:00,5271,1,,
56037013,20:14:00,20:14:00,29012,2,,
56037014,14:16:00,14:16:00,55012,1,,
56037014,14:30:00,14:30:00,8309,2,,
56037015,18:01:00,18:01:00,55012,1,,
56037015,18:06:00,18:06:00,29007,2,,
56037016,17:04:00,17:04:00,8309,1,,
56037016,17:19:00,17:19:00,55012,2,,
56037017,22:35:00,22:35:00,29001,1,,
56037017,22:39:00,22:39:00,55012,2,,
56037018,15:11:00,15:11:00,55012,1,,
56037018,15:25:00,15:25:00,8309,2,,
56037019,19:10:00,19:10:00,55012,1,,
56037019,19:15:00,19:15:00,29003,2,,
56037020,17:58:00,17:58:00,8309,1,,
56037020,18:13:00,18:13:00,55012,2,,
56037021,14:55:00,14:55:00,55012,1,,
56037021,15:00:00,15:00:00,29011,2,,
56037022,18:35:00,18:35:00,55012,1,,
56037022,18:55:00,18:55:00,15795,2,,
56037023,17:52:00,17:52:00,29001,1,,
56037023,17:56:00,17:56:00,55012,2,,
56037024,22:31:00,22:31:00,7412,1,,
56037024,22:45:00,22:45:00,55012,2,,
56037025,15:17:00,15:17:00,55012,1,,
56037025,15:22:00,15:22:00,29009,2,,
56037026,18:32:00,18:32:00,29001,1,,
56037026,18:36:00,18:36:00,55012,2,,
