deadhead_id,arrival_time,departure_time,stop_id,location_sequence,shape_dist_traveled,ops_location_id
55802552,04:50:00,04:50:00,334,2,,
55802553,06:36:00,06:36:00,13,1,,
55802553,06:47:00,06:47:00,33,2,,
55802554,10:03:00,10:03:00,16535,1,,
55802554,10:12:00,10:12:00,,2,,80000
55802555,04:12:00,04:12:00,,1,,80000
55802555,04:35:00,04:35:00,185,2,,
55802556,04:33:00,04:33:00,,1,,80000
55802556,04:50:00,04:50:00,17862,2,,
55802557,04:46:00,04:46:00,,1,,80000
55802557,05:03:00,05:03:00,17862,2,,
55802558,04:46:00,04:46:00,,1,,80000
55802558,05:03:00,05:03:00,334,2,,
55802559,10:05:00,10:05:00,334,1,,
55802559,10:24:00,10:24:00,,2,,80000
55802560,05:18:00,05:18:00,,1,,80000
55802560,05:30:00,05:30:00,64,2,,
55802561,08:33:00,08:33:00,,1,,80000
55802561,08:45:00,08:45:00,111,2,,
55802562,07:42:00,07:42:00,64,1,,
55802562,07:57:00,07:57:00,,2,,80000
55802563,04:25:00,04:25:00,,1,,80000
55802563,04:37:00,04:37:00,64,2,,
55802564,10:40:00,10:40:00,,1,,80000
55802564,10:55:00,10:55:00,178,2,,
55802565,04:53:00,04:53:00,,1,,80000
55802565,05:05:00,05:05:00,64,2,,
55802566,04:58:00,04:58:00,,1,,80000
55802566,05:14:00,05:14:00,1565,2,,
55802567,05:16:00,05:16:00,,1,,80000
55802567,05:25:00,05:25:00,33,2,,
55802568,08:42:00,08:42:00,175,1,,
55802568,08:57:00,08:57:00,,2,,80000
55802569,05:27:00,05:27:00,,1,,80000
55802569,05:30:00,05:30:00,150,2,,
55802570,09:36:00,09:36:00,,1,,80000
55802570,09:40:00,09:40:00,,2,,34502
55802571,05:21:00,05:21:00,,1,,80000
55802571,05:30:00,05:30:00,33,2,,
55802572,04:50:00,04:50:00,,1,,80000
55802572,05:10:00,05:10:00,22549,2,,
55802573,05:01:00,05:01:00,,1,,80000
55802573,05:10:00,05:10:00,33,2,,
55802574,05:36:00,05:36:00,,1,,80000
55802574,05:45:00,05:45:00,33,2,,
55802575,05:37:00,05:37:00,,1,,80000
55802575,05:53:00,05:53:00,64000,2,,
55802576,04:45:00,04:45:00,,1,,80000
55802576,04:57:00,04:57:00,64000,2,,
55802577,11:01:00,11:01:00,,1,,80000
55802577,11:05:00,11:05:00,150,2,,
55802578,08:59:00,08:59:00,6551,1,,
55802578,09:14:00,09:14:00,,2,,80000
55802579,05:04:00,05:04:00,,1,,80000
55802579,05:15:00,05:15:00,111,2,,
55802580,05:06:00,05:06:00,,1,,80000
55802580,05:15:00,05:15:00,33,2,,
55802581,05:00:00,05:00:00,,1,,80000
55802581,05:10:00,05:10:00,1475,2,,
55802582,05:38:00,05:38:00,,1,,80000
55802582,05:58:00,05:58:00,334,2,,
55802583,09:14:00,09:14:00,17861,1,,
55802583,09:30:00,09:30:00,,2,,80000
55802584,04:40:00,04:40:00,,1,,80000
55802584,05:00:00,05:00:00,22549,2,,
55802585,11:14:00,11:14:00,,1,,80000
55802585,11:26:00,11:26:00,16535,2,,
55802586,04:48:00,04:48:00,,1,,80000
55802586,05:05:00,05:05:00,334,2,,
55802587,11:41:00,11:41:00,,1,,80000
55802587,11:45:00,11:45:00,150,2,,
55802588,13:31:00,13:31:00,150,1,,
55802588,13:40:00,13:40:00,33,2,,
55802589,04:51:00,04:51:00,,1,,80000
55802589,05:12:00,05:12:00,875,2,,
55802590,07:22:00,07:22:00,11780,1,,
55802590,07:35:00,07:35:00,64,2,,
55802591,13:21:00,13:21:00,,1,,80000
55802591,13:25:00,13:25:00,150,2,,
55802592,05:11:00,05:11:00,,1,,80000
55802592,05:35:00,05:35:00,11531,2,,
55802593,06:22:00,06:22:00,,1,,80000
55802593,06:31:00,06:31:00,33,2,,
55802594,13:41:00,13:41:00,,1,,80000
55802594,13:45:00,13:45:00,150,2,,
55802595,11:59:00,11:59:00,33,1,,
55802595,12:08:00,12:08:00,,2,,80000
55802596,13:46:00,13:46:00,,1,,80000
55802596,14:05:00,14:05:00,11148,2,,
55802597,13:07:00,13:07:00,,1,,80000
55802597,13:27:00,13:27:00,334,2,,
55802598,14:13:00,14:13:00,,1,,80000
55802598,14:20:00,14:20:00,,2,,34502
55802599,05:41:00,05:41:00,,1,,80000
55802599,05:45:00,05:45:00,150,2,,
55802600,13:11:00,13:11:00,,1,,80000
55802600,13:31:00,13:31:00,334,2,,
55802601,05:56:00,05:56:00,,1,,80000
55802601,06:05:00,06:05:00,33,2,,
55802602,09:38:00,09:38:00,16535,1,,
55802602,09:47:00,09:47:00,,2,,80000
55802603,13:20:00,13:20:00,,1,,80000
55802603,13:40:00,13:40:00,390,2,,
55802604,10:53:00,10:53:00,33,1,,
55802604,11:02:00,11:02:00,,2,,80000
55802605,05:59:00,05:59:00,,1,,80000
55802605,06:27:00,06:27:00,875,2,,
55802606,05:51:00,05:51:00,,1,,80000
55802606,06:00:00,06:00:00,33,2,,
55802607,09:30:00,09:30:00,175,1,,
55802607,09:45:00,09:45:00,,2,,80000
55802608,05:59:00,05:59:00,,1,,80000
55802608,06:18:00,06:18:00,323,2,,
55802609,12:06:00,12:06:00,,1,,80000
55802609,12:10:00,12:10:00,,2,,34502
55802610,13:29:00,13:29:00,,1,,80000
55802610,13:50:00,13:50:00,17863,2,,
55802611,13:20:00,13:20:00,,1,,80000
55802611,13:40:00,13:40:00,407,2,,
55802612,13:53:00,13:53:00,,1,,80000
55802612,14:00:00,14:00:00,,2,,34502
55802613,06:10:00,06:10:00,,1,,80000
55802613,06:26:00,06:26:00,64,2,,
55802614,13:20:00,13:20:00,,1,,80000
55802614,13:40:00,13:40:00,13321,2,,
55802615,15:16:00,15:16:00,,1,,80000
55802615,15:20:00,15:20:00,150,2,,
55802616,14:53:00,14:53:00,,1,,80000
55802616,15:05:00,15:05:00,6551,2,,
55802617,14:14:00,14:14:00,,1,,80000
55802617,14:35:00,14:35:00,922,2,,
55802618,14:11:00,14:11:00,,1,,80000
55802618,14:32:00,14:32:00,922,2,,
55802619,19:45:00,19:45:00,900,1,,
55802619,20:06:00,20:06:00,,2,,80000
55802620,14:13:00,14:13:00,,1,,80000
55802620,14:25:00,14:25:00,111,2,,
55802621,15:14:00,15:14:00,,1,,80000
55802621,15:21:00,15:21:00,,2,,34502
55802622,12:06:00,12:06:00,334,1,,
55802622,12:25:00,12:25:00,,2,,80000
55802623,20:18:00,20:18:00,899,1,,
55802623,20:38:00,20:38:00,,2,,80000
55802624,20:24:00,20:24:00,334,1,,
55802624,20:43:00,20:43:00,,2,,80000
55802625,15:31:00,15:31:00,,1,,80000
55802625,15:50:00,15:50:00,899,2,,
55802626,21:02:00,21:02:00,,1,,34502
55802626,21:06:00,21:06:00,,2,,80000
55802627,20:52:00,20:52:00,334,1,,
55802627,21:11:00,21:11:00,,2,,80000
55802628,12:56:00,12:56:00,,1,,80000
55802628,13:16:00,13:16:00,334,2,,
55802629,21:16:00,21:16:00,64000,1,,
55802629,21:31:00,21:31:00,,2,,80000
55802630,21:38:00,21:38:00,64000,1,,
55802630,21:53:00,21:53:00,,2,,80000
55802631,21:44:00,21:44:00,64,1,,
55802631,21:59:00,21:59:00,,2,,80000
55802632,13:46:00,13:46:00,,1,,80000
55802632,14:05:00,14:05:00,1259,2,,
55802633,13:40:00,13:40:00,,1,,80000
55802633,13:47:00,13:47:00,,2,,34502
55802634,21:57:00,21:57:00,17863,1,,
55802634,22:13:00,22:13:00,,2,,80000
55802635,22:06:00,22:06:00,33,1,,
55802635,22:14:00,22:14:00,,2,,80000
55802636,12:22:00,12:22:00,,1,,80000
55802636,12:39:00,12:39:00,15100,2,,
55802637,13:46:00,13:46:00,,1,,80000
55802637,14:05:00,14:05:00,1259,2,,
55802638,22:12:00,22:12:00,17861,1,,
55802638,22:24:00,22:24:00,,2,,80000
55802639,13:34:00,13:34:00,,1,,80000
55802639,13:50:00,13:50:00,64000,2,,
55802640,13:35:00,13:35:00,,1,,80000
55802640,13:55:00,13:55:00,390,2,,
55802641,13:52:00,13:52:00,,1,,80000
55802641,14:15:00,14:15:00,11780,2,,
55802642,14:18:00,14:18:00,,1,,80000
55802642,14:39:00,14:39:00,922,2,,
55802643,22:21:00,22:21:00,64000,1,,
55802643,22:32:00,22:32:00,,2,,80000
55802644,13:56:00,13:56:00,,1,,80000
55802644,14:15:00,14:15:00,323,2,,
55802645,22:20:00,22:20:00,900,1,,
55802645,22:41:00,22:41:00,,2,,80000
55802646,16:33:00,16:33:00,899,1,,
55802646,16:53:00,16:53:00,,2,,80000
55802647,15:28:00,15:28:00,33,1,,
55802647,15:39:00,15:39:00,6551,2,,
55802648,22:39:00,22:39:00,,1,,34502
55802648,22:43:00,22:43:00,,2,,80000
55802649,12:47:00,12:47:00,,1,,80000
55802649,13:10:00,13:10:00,1565,2,,
55802650,22:33:00,22:33:00,64000,1,,
55802650,22:44:00,22:44:00,,2,,80000
55802651,13:46:00,13:46:00,,1,,80000
55802651,14:05:00,14:05:00,11323,2,,
55802652,17:29:00,17:29:00,899,1,,
55802652,17:49:00,17:49:00,,2,,80000
55802653,22:40:00,22:40:00,64,1,,
55802653,22:51:00,22:51:00,,2,,80000
55802654,22:42:00,22:42:00,17861,1,,
55802654,22:54:00,22:54:00,,2,,80000
55802655,14:08:00,14:08:00,,1,,80000
55802655,14:29:00,14:29:00,17862,2,,
55802656,14:24:00,14:24:00,,1,,80000
55802656,14:45:00,14:45:00,922,2,,
55802657,23:03:00,23:03:00,64,1,,
55802657,23:14:00,23:14:00,,2,,80000
55802658,14:40:00,14:40:00,,1,,80000
55802658,14:44:00,14:44:00,150,2,,
55802659,19:28:00,19:28:00,88333,1,,
55802659,19:59:00,19:59:00,,2,,80000
55802660,14:26:00,14:26:00,,1,,80000
55802660,14:36:00,14:36:00,33,2,,
55802661,15:23:00,15:23:00,,1,,80000
55802661,15:35:00,15:35:00,6551,2,,
55802662,23:40:00,23:40:00,899,1,,
55802662,23:55:00,23:55:00,,2,,80000
55802663,15:25:00,15:25:00,,1,,80000
55802663,15:35:00,15:35:00,33,2,,
55802664,22:24:00,22:24:00,,1,,80000
55802664,22:36:00,22:36:00,64000,2,,
55802665,16:25:00,16:25:00,,1,,80000
55802665,16:40:00,16:40:00,6551,2,,
55802666,24:45:00,24:45:00,150,1,,
55802666,24:48:00,24:48:00,,2,,80000
55802667,24:40:00,24:40:00,323,1,,
55802667,24:56:00,24:56:00,,2,,80000
55802668,15:31:00,15:31:00,,1,,80000
55802668,15:35:00,15:35:00,150,2,,
55802669,22:38:00,22:38:00,,1,,80000
55802669,22:50:00,22:50:00,64000,2,,
55802670,24:42:00,24:42:00,900,1,,
55802670,25:03:00,25:03:00,,2,,80000
55802671,24:59:00,24:59:00,33,1,,
55802671,25:07:00,25:07:00,,2,,80000
55802672,24:57:00,24:57:00,,1,,11111
55802672,25:07:00,25:07:00,,2,,80000
55802673,15:46:00,15:46:00,,1,,80000
55802673,15:50:00,15:50:00,150,2,,
55802674,24:56:00,24:56:00,17861,1,,
55802674,25:08:00,25:08:00,,2,,80000
55802675,22:23:00,22:23:00,,1,,80000
55802675,22:40:00,22:40:00,17863,2,,
55802676,25:00:00,25:00:00,323,1,,
55802676,25:16:00,25:16:00,,2,,80000
55802677,24:56:00,24:56:00,110,1,,
55802677,25:16:00,25:16:00,,2,,80000
55802678,25:08:00,25:08:00,64000,1,,
55802678,25:19:00,25:19:00,,2,,80000
55802679,25:10:00,25:10:00,178,1,,
55802679,25:21:00,25:21:00,,2,,80000
55802680,22:28:00,22:28:00,,1,,80000
55802680,22:45:00,22:45:00,17863,2,,
55802681,25:11:00,25:11:00,17861,1,,
55802681,25:23:00,25:23:00,,2,,80000
55802682,25:14:00,25:14:00,64,1,,
55802682,25:25:00,25:25:00,,2,,80000
55802683,25:07:00,25:07:00,900,1,,
55802683,25:28:00,25:28:00,,2,,80000
55802684,17:31:00,17:31:00,,1,,80000
55802684,17:50:00,17:50:00,899,2,,
55802685,21:56:00,21:56:00,,1,,80000
55802685,22:13:00,22:13:00,17862,2,,
55802686,16:05:00,16:05:00,,1,,80000
55802686,16:20:00,16:20:00,6551,2,,
55802687,25:23:00,25:23:00,33,1,,
55802687,25:31:00,25:31:00,,2,,80000
55802688,25:13:00,25:13:00,22549,1,,
55802688,25:32:00,25:32:00,,2,,80000
55802689,22:42:00,22:42:00,,1,,80000
55802689,22:45:00,22:45:00,150,2,,
55802690,16:10:00,16:10:00,,1,,80000
55802690,16:22:00,16:22:00,16535,2,,
55802691,25:20:00,25:20:00,323,1,,
55802691,25:36:00,25:36:00,,2,,80000
55802692,25:20:00,25:20:00,11531,1,,
55802692,25:36:00,25:36:00,,2,,80000
55802693,22:39:00,22:39:00,,1,,80000
55802693,22:56:00,22:56:00,17862,2,,
55802694,25:21:00,25:21:00,334,1,,
55802694,25:36:00,25:36:00,,2,,80000
55802695,25:30:00,25:30:00,17861,1,,
55802695,25:42:00,25:42:00,,2,,80000
55802696,16:24:00,16:24:00,,1,,80000
55802696,16:43:00,16:43:00,899,2,,
55802697,22:37:00,22:37:00,,1,,80000
55802697,22:49:00,22:49:00,64,2,,
55802698,25:34:00,25:34:00,64,1,,
55802698,25:45:00,25:45:00,,2,,80000
55802699,25:31:00,25:31:00,334,1,,
55802699,25:46:00,25:46:00,,2,,80000
55802700,16:31:00,16:31:00,,1,,80000
55802700,16:35:00,16:35:00,150,2,,
55802701,21:36:00,21:36:00,,1,,80000
55802701,21:52:00,21:52:00,64,2,,
55802702,25:27:00,25:27:00,110,1,,
55802702,25:47:00,25:47:00,,2,,80000
55802703,16:59:00,16:59:00,,1,,80000
55802703,17:09:00,17:09:00,33,2,,
55802704,20:14:00,20:14:00,,1,,80000
55802704,20:31:00,20:31:00,899,2,,
55802705,25:41:00,25:41:00,33,1,,
55802705,25:49:00,25:49:00,,2,,80000
55802706,25:31:00,25:31:00,22549,1,,
55802706,25:50:00,25:50:00,,2,,80000
55802707,19:00:00,19:00:00,150,1,,
55802707,19:09:00,19:09:00,33,2,,
55802708,21:26:00,21:26:00,,1,,80000
55802708,21:43:00,21:43:00,899,2,,
55802709,25:31:00,25:31:00,900,1,,
55802709,25:52:00,25:52:00,,2,,80000
55802710,04:51:00,04:51:00,,1,,80000
55802710,04:55:00,04:55:00,,2,,34502
55802711,05:41:00,05:41:00,,1,,80000
55802711,06:01:00,06:01:00,334,2,,
55802712,06:03:00,06:03:00,,1,,80000
55802712,06:13:00,06:13:00,1475,2,,
55802713,06:06:00,06:06:00,,1,,80000
55802713,06:15:00,06:15:00,33,2,,
55802714,13:28:00,13:28:00,,1,,80000
55802714,13:49:00,13:49:00,17863,2,,
55802715,05:48:00,05:48:00,,1,,80000
55802715,06:05:00,06:05:00,899,2,,
55802716,13:03:00,13:03:00,,1,,80000
55802716,13:25:00,13:25:00,900,2,,
55802717,09:56:00,09:56:00,150,1,,
55802717,09:59:00,09:59:00,,2,,80000
55802718,06:04:00,06:04:00,,1,,80000
55802718,06:28:00,06:28:00,1026,2,,
55802719,06:01:00,06:01:00,,1,,80000
55802719,06:17:00,06:17:00,64000,2,,
55802720,19:15:00,19:15:00,22549,1,,
55802720,19:34:00,19:34:00,,2,,80000
55802721,06:51:00,06:51:00,,1,,80000
55802721,07:12:00,07:12:00,17863,2,,
55802722,20:04:00,20:04:00,17861,1,,
55802722,20:20:00,20:20:00,,2,,80000
55802723,25:05:00,25:05:00,334,1,,
55802723,25:20:00,25:20:00,,2,,80000
55802724,21:11:00,21:11:00,,1,,80000
55802724,21:15:00,21:15:00,150,2,,
55802725,22:36:00,22:36:00,150,1,,
55802725,22:43:00,22:43:00,33,2,,
55802726,25:29:00,25:29:00,33,1,,
55802726,25:37:00,25:37:00,,2,,80000
55802727,21:13:00,21:13:00,,1,,80000
55802727,21:29:00,21:29:00,64000,2,,
55802728,25:28:00,25:28:00,64000,1,,
55802728,25:39:00,25:39:00,,2,,80000
55802729,14:48:00,14:48:00,,1,,80000
55802729,15:00:00,15:00:00,111,2,,
55802730,21:21:00,21:21:00,,1,,80000
55802730,21:25:00,21:25:00,,2,,34502
55802731,14:43:00,14:43:00,,1,,80000
55802731,14:50:00,14:50:00,,2,,34502
55802732,08:12:00,08:12:00,17861,1,,
55802732,08:28:00,08:28:00,,2,,80000
55802733,15:18:00,15:18:00,,1,,80000
55802733,15:30:00,15:30:00,16535,2,,
55802734,08:27:00,08:27:00,178,1,,
55802734,08:40:00,08:40:00,,2,,80000
55802735,05:40:00,05:40:00,,1,,80000
55802735,05:49:00,05:49:00,33,2,,
55802736,08:33:00,08:33:00,17861,1,,
55802736,08:49:00,08:49:00,,2,,80000
55802737,06:25:00,06:25:00,,1,,80000
55802737,06:37:00,06:37:00,111,2,,
55802738,16:01:00,16:01:00,,1,,80000
55802738,16:05:00,16:05:00,150,2,,
55802739,06:33:00,06:33:00,,1,,80000
55802739,06:40:00,06:40:00,,2,,34502
55802740,15:38:00,15:38:00,,1,,80000
55802740,15:50:00,15:50:00,16535,2,,
55802741,19:36:00,19:36:00,333,1,,
55802741,19:45:00,19:45:00,,2,,80000
55836650,24:49:00,24:49:00,178,1,,
55836650,24:53:00,24:53:00,175,2,,
55836967,04:18:00,04:18:00,7096,1,,
55836967,04:33:00,04:33:00,13,2,,
55836968,06:06:00,06:06:00,185,1,,
55836968,06:41:00,06:41:00,17863,2,,
55836969,04:48:00,04:48:00,7096,1,,
55836969,05:00:00,05:00:00,33,2,,
55836978,17:16:00,17:16:00,323,1,,
55836978,17:36:00,17:36:00,,2,,80000
55836984,25:05:00,25:05:00,323,1,,
55836984,25:21:00,25:21:00,,2,,80000
55836987,08:01:00,08:01:00,,1,,80000
55836987,08:20:00,08:20:00,323,2,,
55836994,05:12:00,05:12:00,,1,,80000
55836994,05:27:00,05:27:00,323,2,,
55836995,25:45:00,25:45:00,323,1,,
55836995,26:01:00,26:01:00,,2,,80000
55837022,04:41:00,04:41:00,,1,,80000
55837022,04:56:00,04:56:00,323,2,,
55837037,04:57:00,04:57:00,,1,,80000
55837037,05:12:00,05:12:00,323,2,,
55837041,09:19:00,09:19:00,,1,,80000
55837041,09:38:00,09:38:00,323,2,,
55837054,25:25:00,25:25:00,323,1,,
55837054,25:41:00,25:41:00,,2,,80000
55837076,20:00:00,20:00:00,323,1,,
55837076,20:20:00,20:20:00,,2,,80000
55837089,18:55:00,18:55:00,323,1,,
55837089,19:15:00,19:15:00,,2,,80000
55837093,10:19:00,10:19:00,,1,,80000
55837093,10:38:00,10:38:00,323,2,,
55837104,05:23:00,05:23:00,,1,,80000
55837104,05:42:00,05:42:00,323,2,,
55837126,03:33:00,03:33:00,64000,1,,
55837126,03:56:00,03:56:00,18511,2,,
55837127,04:12:00,04:12:00,64000,1,,
55837127,04:35:00,04:35:00,18511,2,,
55837389,21:22:00,21:22:00,17861,1,,
55837389,21:38:00,21:38:00,,2,,80000
55837390,23:36:00,23:36:00,334,1,,
55837390,23:51:00,23:51:00,,2,,80000
55837391,17:33:00,17:33:00,13,1,,
55837391,17:40:00,17:40:00,,2,,80000
55837392,07:03:00,07:03:00,,1,,80000
55837392,07:30:00,07:30:00,900,2,,
55837393,16:48:00,16:48:00,33,1,,
55837393,16:57:00,16:57:00,,2,,80000
55837394,08:31:00,08:31:00,,1,,80000
55837394,08:35:00,08:35:00,13,2,,
55837395,04:50:00,04:50:00,,1,,80000
55837395,05:05:00,05:05:00,323,2,,
55837396,10:07:00,10:07:00,,1,,80000
55837396,10:28:00,10:28:00,334,2,,
55837397,08:37:00,08:37:00,17861,1,,
55837397,08:44:00,08:44:00,64,2,,
55837398,04:34:00,04:34:00,,1,,80000
55837398,04:55:00,04:55:00,11366,2,,
55837399,20:28:00,20:28:00,22549,1,,
55837399,20:47:00,20:47:00,,2,,80000
55837400,19:31:00,19:31:00,,1,,80000
55837400,19:35:00,19:35:00,13,2,,
55837401,16:29:00,16:29:00,,1,,80000
55837401,16:33:00,16:33:00,150,2,,
55837402,21:54:00,21:54:00,17861,1,,
55837402,22:01:00,22:01:00,64000,2,,
55837403,19:17:00,19:17:00,64000,1,,
55837403,19:32:00,19:32:00,,2,,80000
55837404,19:15:00,19:15:00,13,1,,
55837404,19:22:00,19:22:00,,2,,80000
55837405,22:43:00,22:43:00,33,1,,
55837405,22:51:00,22:51:00,,2,,80000
55837406,05:08:00,05:08:00,,1,,80000
55837406,05:25:00,05:25:00,17862,2,,
55837407,10:28:00,10:28:00,,1,,80000
55837407,10:40:00,10:40:00,33,2,,
55837408,15:24:00,15:24:00,142,1,,
55837408,15:36:00,15:36:00,,2,,80000
55837409,18:03:00,18:03:00,64000,1,,
55837409,18:18:00,18:18:00,,2,,80000
55837410,19:59:00,19:59:00,17861,1,,
55837410,20:15:00,20:15:00,,2,,80000
55837411,06:06:00,06:06:00,,1,,80000
55837411,06:22:00,06:22:00,64000,2,,
55837412,21:46:00,21:46:00,142,1,,
55837412,21:58:00,21:58:00,,2,,80000
55837413,10:47:00,10:47:00,33,1,,
55837413,10:56:00,10:56:00,,2,,80000
55837414,08:19:00,08:19:00,17861,1,,
55837414,08:35:00,08:35:00,,2,,80000
55837415,05:44:00,05:44:00,,1,,80000
55837415,06:00:00,06:00:00,64,2,,
55837416,12:27:00,12:27:00,150,1,,
55837416,12:30:00,12:30:00,,2,,80000
55837417,08:51:00,08:51:00,899,1,,
55837417,09:02:00,09:02:00,17863,2,,
55837418,09:45:00,09:45:00,900,1,,
55837418,10:06:00,10:06:00,,2,,80000
55837419,09:31:00,09:31:00,,1,,80000
55837419,09:35:00,09:35:00,13,2,,
55837420,07:38:00,07:38:00,,1,,80000
55837420,07:54:00,07:54:00,64000,2,,
55837421,20:48:00,20:48:00,,1,,80000
55837421,21:00:00,21:00:00,33,2,,
55837422,13:23:00,13:23:00,178,1,,
55837422,13:36:00,13:36:00,,2,,80000
55837423,13:08:00,13:08:00,875,1,,
55837423,13:39:00,13:39:00,,2,,80000
55837424,08:00:00,08:00:00,17861,1,,
55837424,08:07:00,08:07:00,64,2,,
55837425,23:08:00,23:08:00,900,1,,
55837425,23:27:00,23:27:00,,2,,80000
55837426,09:09:00,09:09:00,175,1,,
55837426,09:24:00,09:24:00,,2,,80000
55837427,15:02:00,15:02:00,6551,1,,
55837427,15:17:00,15:17:00,,2,,80000
55837428,22:23:00,22:23:00,,1,,80000
55837428,22:26:00,22:26:00,150,2,,
55837429,15:28:00,15:28:00,875,1,,
55837429,15:59:00,15:59:00,,2,,80000
55837430,12:13:00,12:13:00,,1,,80000
55837430,12:40:00,12:40:00,900,2,,
55837431,20:11:00,20:11:00,334,1,,
55837431,20:30:00,20:30:00,,2,,80000
55837432,21:23:00,21:23:00,,1,,80000
55837432,21:40:00,21:40:00,899,2,,
55837433,10:35:00,10:35:00,150,1,,
55837433,10:38:00,10:38:00,,2,,80000
55837434,21:37:00,21:37:00,,1,,80000
55837434,21:41:00,21:41:00,150,2,,
55837435,07:21:00,07:21:00,,1,,80000
55837435,07:25:00,07:25:00,13,2,,
55837436,12:53:00,12:53:00,875,1,,
55837436,13:24:00,13:24:00,,2,,80000
55837437,22:23:00,22:23:00,,1,,80000
55837437,22:40:00,22:40:00,17863,2,,
55837438,25:02:00,25:02:00,17861,1,,
55837438,25:14:00,25:14:00,,2,,80000
55837439,25:32:00,25:32:00,900,1,,
55837439,25:51:00,25:51:00,,2,,80000
55837440,06:38:00,06:38:00,,1,,80000
55837440,07:05:00,07:05:00,900,2,,
55837441,12:13:00,12:13:00,,1,,80000
55837441,12:25:00,12:25:00,33,2,,
55837442,11:50:00,11:50:00,142,1,,
55837442,12:02:00,12:02:00,,2,,80000
55837443,19:36:00,19:36:00,334,1,,
55837443,19:55:00,19:55:00,,2,,80000
55837444,04:53:00,04:53:00,,1,,80000
55837444,05:10:00,05:10:00,17862,2,,
55837445,17:19:00,17:19:00,,1,,80000
55837445,17:23:00,17:23:00,150,2,,
55837446,24:14:00,24:14:00,110,1,,
55837446,24:34:00,24:34:00,,2,,80000
55837447,20:14:00,20:14:00,900,1,,
55837447,20:35:00,20:35:00,,2,,80000
55837448,25:28:00,25:28:00,334,1,,
55837448,25:43:00,25:43:00,,2,,80000
55837449,08:13:00,08:13:00,,1,,80000
55837449,08:29:00,08:29:00,64,2,,
55837450,04:39:00,04:39:00,,1,,80000
55837450,05:00:00,05:00:00,334,2,,
55837451,20:28:00,20:28:00,64,1,,
55837451,20:43:00,20:43:00,,2,,80000
55837452,11:47:00,11:47:00,,1,,80000
55837452,12:15:00,12:15:00,875,2,,
55837453,09:17:00,09:17:00,33,1,,
55837453,09:26:00,09:26:00,,2,,80000
55837454,08:15:00,08:15:00,16535,1,,
55837454,08:32:00,08:32:00,900,2,,
55837455,17:23:00,17:23:00,,1,,80000
55837455,17:35:00,17:35:00,111,2,,
55837456,12:18:00,12:18:00,8178,1,,
55837456,12:45:00,12:45:00,,2,,80000
55837457,24:09:00,24:09:00,64000,1,,
55837457,24:20:00,24:20:00,,2,,80000
55837458,19:52:00,19:52:00,13,1,,
55837458,19:59:00,19:59:00,,2,,80000
55837459,21:27:00,21:27:00,150,1,,
55837459,21:30:00,21:30:00,,2,,80000
55837460,21:37:00,21:37:00,899,1,,
55837460,21:53:00,21:53:00,64000,2,,
55837461,20:34:00,20:34:00,334,1,,
55837461,20:53:00,20:53:00,,2,,80000
55837462,07:49:00,07:49:00,,1,,80000
55837462,08:06:00,08:06:00,899,2,,
55837463,16:48:00,16:48:00,142,1,,
55837463,17:00:00,17:00:00,,2,,80000
55837464,09:09:00,09:09:00,903,1,,
55837464,09:13:00,09:13:00,900,2,,
55837465,21:43:00,21:43:00,,1,,80000
55837465,21:55:00,21:55:00,111,2,,
55837466,08:10:00,08:10:00,,1,,80000
55837466,08:22:00,08:22:00,16535,2,,
55837467,07:47:00,07:47:00,,1,,80000
55837467,08:08:00,08:08:00,17863,2,,
55837468,22:51:00,22:51:00,,1,,80000
55837468,23:00:00,23:00:00,33,2,,
55837469,10:17:00,10:17:00,,1,,80000
55837469,10:37:00,10:37:00,110,2,,
55837470,17:26:00,17:26:00,142,1,,
55837470,17:38:00,17:38:00,,2,,80000
55837471,20:47:00,20:47:00,33,1,,
55837471,20:56:00,20:56:00,,2,,80000
55837472,25:46:00,25:46:00,150,1,,
55837472,25:49:00,25:49:00,,2,,80000
55837473,19:56:00,19:56:00,22549,1,,
55837473,20:15:00,20:15:00,,2,,80000
55837474,20:53:00,20:53:00,,1,,80000
55837474,21:05:00,21:05:00,111,2,,
55837475,12:46:00,12:46:00,,1,,80000
55837475,13:10:00,13:10:00,11531,2,,
55837476,13:25:00,13:25:00,33,1,,
55837476,13:34:00,13:34:00,,2,,80000
55837477,07:04:00,07:04:00,,1,,80000
55837477,07:20:00,07:20:00,64000,2,,
55837478,20:32:00,20:32:00,17861,1,,
55837478,20:48:00,20:48:00,,2,,80000
55837479,13:02:00,13:02:00,11531,1,,
55837479,13:22:00,13:22:00,,2,,80000
55837480,25:22:00,25:22:00,17861,1,,
55837480,25:34:00,25:34:00,,2,,80000
55837481,05:11:00,05:11:00,,1,,80000
55837481,05:23:00,05:23:00,64,2,,
55837482,09:00:00,09:00:00,17861,1,,
55837482,09:07:00,09:07:00,64,2,,
55837483,08:23:00,08:23:00,,1,,80000
55837483,08:27:00,08:27:00,150,2,,
55837484,09:25:00,09:25:00,17861,1,,
55837484,09:32:00,09:32:00,64000,2,,
55837485,16:59:00,16:59:00,899,1,,
55837485,17:19:00,17:19:00,,2,,80000
55837486,17:03:00,17:03:00,13,1,,
55837486,17:10:00,17:10:00,,2,,80000
55837487,20:19:00,20:19:00,64000,1,,
55837487,20:34:00,20:34:00,,2,,80000
