pathway_id,from_stop_id,to_stop_id,facility_id,pathway_mode,is_bidirectional,length,wheelchair_length,traversal_time,wheelchair_traversal_time,stair_count,max_slope,pathway_name,pathway_code,signposted_as,instructions
spmnl-010,node-spmnl-obstairs-lobby,node-spmnl-nfarepaid,,1,0,9.1440000,9.1440000,,,,,Bottom of outbound platform stairs to Paid side of faregates,,Paid side of faregates,
spmnl-011,node-spmnl-nfarepaid,node-spmnl-obstairs-lobby,,1,0,9.1440000,9.1440000,,,,,Paid side of faregates to Bottom of outbound platform stairs,,Bottom of outbound platform stairs,
spmnl-012,node-spmnl-nfarepaid,node-spmnl-sfarepaid,,1,0,6.4008000,6.4008000,,,,,Paid side of faregates to Paid side of faregates,,Paid side of faregates,
spmnl-013,node-spmnl-sfarepaid,node-spmnl-nfarepaid,,1,0,6.4008000,6.4008000,,,,,Paid side of faregates to Paid side of faregates,,Paid side of faregates,
spmnl-014,node-spmnl-sfarepaid,node-980-lobby,,1,0,4.5720000,4.5720000,,,,,Paid side of faregates to Mezzanine level of south side elevator,,Mezzanine level of south side elevator,
spmnl-015,node-980-lobby,node-spmnl-sfarepaid,,1,0,4.5720000,4.5720000,,,,,Mezzanine level of south side elevator to Paid side of faregates,,Paid side of faregates,
spmnl-016,node-980-lobby,node-spmnl-ibstairs-lobby,,1,0,5.1816000,5.1816000,,,,,Mezzanine level of south side elevator to Bottom of inbound platform stairs,,Bottom of inbound platform stairs,
spmnl-017,node-spmnl-sfarepaid,node-spmnl-ibstairs-lobby,,1,0,6.0960000,6.0960000,,,,,Paid side of faregates to Bottom of inbound platform stairs,,Bottom of inbound platform stairs,
spmnl-018,node-spmnl-ibstairs-lobby,node-980-lobby,,1,0,5.1816000,5.1816000,,,,,Bottom of inbound platform stairs to Mezzanine level of south side elevator,,Mezzanine level of south side elevator,
spmnl-019,node-spmnl-ibstairs-lobby,node-spmnl-sfarepaid,,1,0,6.0960000,6.0960000,,,,,Bottom of inbound platform stairs to Paid side of faregates,,Paid side of faregates,
spmnl-020,node-spmnl-ibstairs-lobby,node-spmnl-ibstairs-platform,,2,0,,,,,37,,Bottom of inbound platform stairs to Top of inbound platform stairs,,Top of inbound platform stairs,
spmnl-021,node-spmnl-ibstairs-platform,node-spmnl-ibstairs-lobby,,2,0,,,,,-37,,Top of inbound platform stairs to Bottom of inbound platform stairs,,Bottom of inbound platform stairs,
spmnl-022,70208,node-spmnl-ibstairs-platform,,1,0,24.6888000,24.6888000,,,,,Green Line (Copley & West) to Top of inbound platform stairs,,Top of inbound platform stairs,
spmnl-023,70208,node-980-platform,,1,0,7.6200000,7.6200000,,,,,Green Line (Copley & West) to Platform level of south side elevator,,Platform level of south side elevator,
spmnl-024,node-spmnl-ibstairs-platform,70208,,1,0,24.6888000,24.6888000,,,,,Top of inbound platform stairs to Green Line (Copley & West),,Green Line - (E) Heath Street,
spmnl-025,node-980-platform,70208,,1,0,7.6200000,7.6200000,,,,,Platform level of south side elevator to Green Line (Copley & West),,Green Line - (E) Heath Street,
spmnl-026,node-980-platform,node-980-lobby,980,5,0,,,,40,,,Platform level of south side elevator to Mezzanine level of south side elevator,980.0000000,Mezzanine level of south side elevator,
spmnl-027,node-981-platform,node-981-lobby,981,5,0,,,,40,,,Platform level of north side elevator to Mezzanine level of north side elevator,981.0000000,Mezzanine level of north side elevator,
spmnl-028,node-980-lobby,node-980-street,980,5,0,,,,36,,,Mezzanine level of south side elevator to Street level of south side elevator,980.0000000,Street level of south side elevator,
spmnl-029,node-981-lobby,node-981-street,981,5,0,,,,36,,,Mezzanine level of north side elevator to Street level of north side elevator,981.0000000,Street level of north side elevator,
spmnl-030,node-980-street,node-980-platform,980,5,0,,,,50,,,Street level of south side elevator to Platform level of south side elevator,980.0000000,Platform level of south side elevator,
spmnl-031,node-981-street,node-981-platform,981,5,0,,,,50,,,Street level of north side elevator to Platform level of north side elevator,981.0000000,Platform level of north side elevator,
spmnl-032,node-980-lobby,node-980-platform,980,5,0,,,,40,,,Mezzanine level of south side elevator to Platform level of south side elevator,980.0000000,Platform level of south side elevator,
spmnl-033,node-981-lobby,node-981-platform,981,5,0,,,,40,,,Mezzanine level of north side elevator to Platform level of north side elevator,981.0000000,Platform level of north side elevator,
spmnl-034,node-980-street,node-980-lobby,980,5,0,,,,36,,,Street level of south side elevator to Mezzanine level of south side elevator,980.0000000,Mezzanine level of south side elevator,
spmnl-035,node-981-street,node-981-lobby,981,5,0,,,,36,,,Street level of north side elevator to Mezzanine level of north side elevator,981.0000000,Mezzanine level of north side elevator,
spmnl-036,node-980-platform,node-980-street,980,5,0,,,,50,,,Platform level of south side elevator to Street level of south side elevator,980.0000000,Street level of south side elevator,
spmnl-037,node-981-platform,node-981-street,981,5,0,,,,50,,,Platform level of north side elevator to Street level of north side elevator,981.0000000,Street level of north side elevator,
spmnl-038,node-980-street,node-spmnl-ofarepaid,,1,0,2.1336000,2.1336000,,,,,Street level of south side elevator to Paid side of faregates,,Paid side of faregates,
spmnl-039,node-spmnl-ofarepaid,node-980-street,,1,0,2.1336000,2.1336000,,,,,Paid side of faregates to Street level of south side elevator,,Street level of south side elevator,
spmnl-040,node-981-street,node-spmnl-mfarepaid,,1,0,2.1336000,2.1336000,,,,,Street level of north side elevator to Paid side of faregates,,Paid side of faregates,
spmnl-041,node-spmnl-mfarepaid,node-981-street,,1,0,2.1336000,2.1336000,,,,,Paid side of faregates to Street level of north side elevator,,Street level of north side elevator,
spmnl-042,node-spmnl-ofareunpaid,door-spmnl-obrienel,,1,0,2.1336000,2.1336000,,,,,"Unpaid side of faregates to Science Park - Monsignor O'Brien Hwy, Museum of Science (Elevator)",,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Elevator)",
spmnl-043,door-spmnl-obrienel,node-spmnl-ofareunpaid,,1,0,2.1336000,2.1336000,,,,,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Elevator) to Unpaid side of faregates",,Unpaid side of faregates,
spmnl-044,node-spmnl-mfareunpaid,door-spmnl-nashuael,,1,0,2.1336000,2.1336000,,,,,"Unpaid side of faregates to Science Park - Nashua St, Spaulding Rehab Hospital (Elevator)",,"Science Park - Nashua St, Spaulding Rehab Hospital (Elevator)",
spmnl-045,door-spmnl-nashuael,node-spmnl-mfareunpaid,,1,0,2.1336000,2.1336000,,,,,"Science Park - Nashua St, Spaulding Rehab Hospital (Elevator) to Unpaid side of faregates",,Unpaid side of faregates,
spmnl-046,node-spmnl-sfareunpaid,node-spmnl-obrienstairs-top,,1,0,7.0104000,7.0104000,,,,,Unpaid side of faregates to Top of O'Brien entrance stairs,,Top of O'Brien entrance stairs,
spmnl-047,node-spmnl-obrienstairs-top,node-spmnl-sfareunpaid,,1,0,7.0104000,7.0104000,,,,,Top of O'Brien entrance stairs to Unpaid side of faregates,,Unpaid side of faregates,
spmnl-048,node-spmnl-obrienstairs-top,door-spmnl-obrien,,2,0,,,,,-16,,"Top of O'Brien entrance stairs to Science Park - Monsignor O'Brien Hwy, Museum of Science (Stairs)",,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Stairs)",
spmnl-049,door-spmnl-obrien,node-spmnl-obrienstairs-top,,2,0,,,,,16,,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Stairs) to Top of O'Brien entrance stairs",,Top of O'Brien entrance stairs,
spmnl-050,node-spmnl-nfareunpaid,node-spmnl-nashuastairs-top,,1,0,8.8392000,8.8392000,,,,,Unpaid side of faregates to Top of Nashua entrance stairs,,Top of Nashua entrance stairs,
spmnl-051,node-spmnl-nashuastairs-top,node-spmnl-nfareunpaid,,1,0,8.8392000,8.8392000,,,,,Top of Nashua entrance stairs to Unpaid side of faregates,,Unpaid side of faregates,
spmnl-052,node-spmnl-nashuastairs-top,door-spmnl-nashua,,2,0,,,,,-16,,"Top of Nashua entrance stairs to Science Park - Nashua St, Spaulding Rehab Hospital (Stairs)",,"Science Park - Nashua St, Spaulding Rehab Hospital (Stairs)",
spmnl-053,door-spmnl-nashua,node-spmnl-nashuastairs-top,,2,0,,,,,16,,"Science Park - Nashua St, Spaulding Rehab Hospital (Stairs) to Top of Nashua entrance stairs",,Top of Nashua entrance stairs,
spmnl-054,node-spmnl-nfareunpaid,node-spmnl-nfarepaid,,6,0,,,,,,,Unpaid side of faregates to Paid side of faregates,,Paid side of faregates,
spmnl-055,node-spmnl-nfarepaid,node-spmnl-nfareunpaid,,7,0,,,,,,,Paid side of faregates to Unpaid side of faregates,,Unpaid side of faregates,
spmnl-056,node-spmnl-sfareunpaid,node-spmnl-sfarepaid,,6,0,,,,,,,Unpaid side of faregates to Paid side of faregates,,Paid side of faregates,
spmnl-057,node-spmnl-sfarepaid,node-spmnl-sfareunpaid,,7,0,,,,,,,Paid side of faregates to Unpaid side of faregates,,Unpaid side of faregates,
spmnl-058,node-spmnl-ofareunpaid,node-spmnl-ofarepaid,,6,0,,,,,,,Unpaid side of faregates to Paid side of faregates,,Paid side of faregates,
spmnl-059,node-spmnl-ofarepaid,node-spmnl-ofareunpaid,,7,0,,,,,,,Paid side of faregates to Unpaid side of faregates,,Unpaid side of faregates,
spmnl-060,node-spmnl-mfareunpaid,node-spmnl-mfarepaid,,6,0,,,,,,,Unpaid side of faregates to Paid side of faregates,,Paid side of faregates,
spmnl-061,node-spmnl-mfarepaid,node-spmnl-mfareunpaid,,7,0,,,,,,,Paid side of faregates to Unpaid side of faregates,,Unpaid side of faregates,
sstat-000,door-sstat-dewey,node-sstat-deweystair-lobby,,2,0,,,,,-30,,"South Station - Dewey Sq (Summer St, Atlantic Ave) to Bottom of stairs for Summer Street, Atlantic Avenue",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-001,door-sstat-dewey,node-949-lobby,949,5,0,,,,46,,,"South Station - Dewey Sq (Summer St, Atlantic Ave) to Bottom of Elevator 949",949.0000000,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-002,node-sstat-deweystair-lobby,door-sstat-dewey,,2,0,,,,,30,,"Bottom of stairs for Summer Street, Atlantic Avenue to South Station - Dewey Sq (Summer St, Atlantic Ave)",,"Purchase Street, Summer Street",
sstat-003,node-949-lobby,door-sstat-dewey,949,5,0,,,,46,,,"Bottom of Elevator 949 to South Station - Dewey Sq (Summer St, Atlantic Ave)",949.0000000,"Purchase Street, Summer Street",
sstat-004,node-424-lobby,door-sstat-dewey,424,4,0,,,27,,,,"Bottom of Escalator 424 to South Station - Dewey Sq (Summer St, Atlantic Ave)",424.0000000,"Purchase Street, Summer Street",
sstat-005,door-sstat-reserve,node-sstat-reservestair-lobby,,2,0,,,,,-30,,"South Station - Atlantic Ave, Summer St to Bottom of stairs for Atlantic Avenue, Summer Street",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-006,node-sstat-reservestair-lobby,door-sstat-reserve,,2,0,,,,,30,,"Bottom of stairs for Atlantic Avenue, Summer Street to South Station - Atlantic Ave, Summer St",,"Atlantic Avenue, Summer Street",
sstat-007,door-sstat-outmain,node-sstat-outmainstair-lobby,,2,0,,,,,-30,,"South Station - Summer St, Atlantic Ave, Commuter Rail to Bottom of stairs for Summer Street, Atlantic Avenue, Amtrak, Commuter Rail",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-008,node-sstat-outmainstair-lobby,door-sstat-outmain,,2,0,,,,,30,,"Bottom of stairs for Summer Street, Atlantic Avenue, Amtrak, Commuter Rail to South Station - Summer St, Atlantic Ave, Commuter Rail",,"Bus Terminal, Summer Street, Atlantic Avenue, Commuter Rail, Amtrak",
sstat-009,door-sstat-outmain,node-926-lobby,926,5,0,,,,46,,,"South Station - Summer St, Atlantic Ave, Commuter Rail to Bottom of Elevator 926",926.0000000,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-010,node-926-lobby,door-sstat-outmain,926,5,0,,,,46,,,"Bottom of Elevator 926 to South Station - Summer St, Atlantic Ave, Commuter Rail",926.0000000,"Bus Terminal, Summer Street, Atlantic Avenue, Commuter Rail, Amtrak",
sstat-011,door-sstat-finctr,node-sstat-finctrstair-lobby,,2,0,,,,,-30,,"South Station - Financial Center to Bottom of stairs for Summer Street, Atlantic Avenue, Financial Center",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-012,door-sstat-finctr,node-386-lobby,386,4,0,,,27,,,,South Station - Financial Center to Bottom of Escalator 386,386.0000000,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-013,node-sstat-finctrstair-lobby,door-sstat-finctr,,2,0,,,,,30,,"Bottom of stairs for Summer Street, Atlantic Avenue, Financial Center to South Station - Financial Center",,"Summer Street, Atlantic Avenue, Financial Center",
sstat-014,node-387-lobby,door-sstat-finctr,387,4,0,,,27,,,,Bottom of Escalator 387 to South Station - Financial Center,387.0000000,"Summer Street, Atlantic Avenue, Financial Center",
sstat-015,node-sstat-bldgstair-lobby,node-sstat-bldgstair-ground,,2,0,,,,,26,,Bottom of stairs for Commuter Rail concourse to Top of stairs for Commuter Rail concourse,,"Commuter Rail, concourse",
sstat-016,node-sstat-bldgescup-lobby,node-sstat-bldgescup-ground,,4,0,,,24,,,,Bottom of escalators for Commuter Rail concourse to Top of escalators for Commuter Rail concourse,,"Commuter Rail, concourse",
sstat-017,node-6476-lobby,node-6476-ground,6476,5,0,,,,54,,,Bottom of Elevator 6476 to Top of Elevator 6476,6476.0000000,"Commuter Rail, concourse",
sstat-018,node-sstat-bldgstair-ground,node-sstat-bldgstair-lobby,,2,0,,,,,-26,,Top of stairs for Commuter Rail concourse to Bottom of stairs for Commuter Rail concourse,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-019,node-sstat-bldgescdown-ground,node-sstat-bldgescdown-lobby,,4,0,,,24,,,,Top of escalators from Commuter Rail concourse to Bottom of escalators from Commuter Rail concourse,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-020,node-6476-ground,node-6476-lobby,6476,5,0,,,,54,,,Top of Elevator 6476 to Bottom of Elevator 6476,6476.0000000,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-021,node-sstat-north-fareunpaid,node-sstat-north-farepaid,,6,0,,,,,,,Unpaid side of fare gates to Paid side of fare gates,,Enter - Fare gates,
sstat-022,node-sstat-north-farepaid,node-sstat-north-fareunpaid,,7,0,,,,,,,Paid side of fare gates to Unpaid side of fare gates,,Exit - Fare gates,
sstat-023,node-sstat-south-fareunpaid,node-sstat-south-farepaid,,6,0,,,,,,,Unpaid side of fare gates to Paid side of fare gates,,Enter - Fare gates,
sstat-024,node-sstat-south-farepaid,node-sstat-south-fareunpaid,,7,0,,,,,,,Paid side of fare gates to Unpaid side of fare gates,,Exit - Fare gates,
sstat-025,node-sstat-382stair-rl,node-sstat-382stair-lobby,,2,0,,,,,56,,Bottom of stairs for exit from Red Line to Top of stairs for exit from Red Line,,Exit,
sstat-026,node-sstat-382stair-lobby,node-sstat-382stair-rl,,2,0,,,,,-56,,Top of stairs for exit from Red Line to Bottom of stairs for exit from Red Line,,Not an entrance,
sstat-027,node-382-rl,node-382-lobby,382,4,0,,,47,,,,Bottom of Escalator 382 to Top of Escalator 382,382.0000000,Exit,
sstat-028,node-sstat-389stair-rl,node-sstat-389stair-lobby,,2,0,,,,,56,,Bottom of stairs for exit from Red Line to Top of stairs for exit from Red Line,,Exit,
sstat-029,node-sstat-389stair-lobby,node-sstat-389stair-rl,,2,0,,,,,-56,,Top of stairs for exit from Red Line to Bottom of stairs for exit from Red Line,,Not an entrance,
sstat-030,node-389-rl,node-389-lobby,389,4,0,,,47,,,,Bottom of Escalator 389 to Top of Escalator 389,389.0000000,Exit,
sstat-031,node-sstat-deweystair-lobby,node-sstat-north-fareunpaid,,1,0,24.6888000,24.6888000,,,,,"Bottom of stairs for Summer Street, Atlantic Avenue to Unpaid side of fare gates",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-032,node-949-lobby,node-sstat-north-fareunpaid,,1,0,28.9560000,28.9560000,,,,,Bottom of Elevator 949 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-033,node-424-lobby,node-sstat-north-fareunpaid,,1,0,24.6888000,24.6888000,,,,,Bottom of Escalator 424 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-034,node-sstat-reservestair-lobby,node-sstat-north-fareunpaid,,1,0,12.1920000,12.1920000,,,,,"Bottom of stairs for Atlantic Avenue, Summer Street to Unpaid side of fare gates",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-035,node-sstat-outmainstair-lobby,node-sstat-north-fareunpaid,,1,0,38.1000000,38.1000000,,,,,"Bottom of stairs for Summer Street, Atlantic Avenue, Amtrak, Commuter Rail to Unpaid side of fare gates",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-036,node-926-lobby,node-sstat-north-fareunpaid,,1,0,56.9976000,56.9976000,,,,,Bottom of Elevator 926 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-037,node-sstat-finctrstair-lobby,node-sstat-north-fareunpaid,,1,0,76.5048000,76.5048000,,,,,"Bottom of stairs for Summer Street, Atlantic Avenue, Financial Center to Unpaid side of fare gates",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-038,node-387-lobby,node-sstat-north-fareunpaid,,1,0,76.5048000,76.5048000,,,,,Bottom of Escalator 387 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-039,node-386-lobby,node-sstat-north-fareunpaid,,1,0,76.5048000,76.5048000,,,,,Bottom of Escalator 386 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-040,node-sstat-bldgstair-lobby,node-sstat-north-fareunpaid,,1,0,57.9120000,57.9120000,,,,,Bottom of stairs for Commuter Rail concourse to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-041,node-sstat-bldgescup-lobby,node-sstat-north-fareunpaid,,1,0,57.9120000,57.9120000,,,,,Bottom of escalators for Commuter Rail concourse to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-042,node-sstat-bldgescdown-lobby,node-sstat-north-fareunpaid,,1,0,57.9120000,57.9120000,,,,,Bottom of escalators from Commuter Rail concourse to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-043,node-6476-lobby,node-sstat-north-fareunpaid,,1,0,71.0184000,71.0184000,,,,,Bottom of Elevator 6476 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-044,node-sstat-north-fareunpaid,node-sstat-deweystair-lobby,,1,0,24.6888000,24.6888000,,,,,"Unpaid side of fare gates to Bottom of stairs for Summer Street, Atlantic Avenue",,"Summer Street, Atlantic Avenue",
sstat-045,node-sstat-north-fareunpaid,node-949-lobby,,1,0,28.9560000,28.9560000,,,,,Unpaid side of fare gates to Bottom of Elevator 949,,"Summer Street, Atlantic Avenue",
sstat-046,node-sstat-north-fareunpaid,node-424-lobby,,1,0,24.6888000,24.6888000,,,,,Unpaid side of fare gates to Bottom of Escalator 424,,"Summer Street, Atlantic Avenue",
sstat-047,node-sstat-north-fareunpaid,node-sstat-reservestair-lobby,,1,0,12.1920000,12.1920000,,,,,"Unpaid side of fare gates to Bottom of stairs for Atlantic Avenue, Summer Street",,"Atlantic Avenue, Summer Street",
sstat-048,node-sstat-north-fareunpaid,node-sstat-outmainstair-lobby,,1,0,38.1000000,38.1000000,,,,,"Unpaid side of fare gates to Bottom of stairs for Summer Street, Atlantic Avenue, Amtrak, Commuter Rail",,"Summer Street, Atlantic Avenue, Amtrak, Commuter Rail",
sstat-049,node-sstat-north-fareunpaid,node-926-lobby,,1,0,56.9976000,56.9976000,,,,,Unpaid side of fare gates to Bottom of Elevator 926,,"Bus Terminal, Summer Street, Atlantic Avenue, Commuter Rail, Amtrak",
sstat-050,node-sstat-north-fareunpaid,node-sstat-finctrstair-lobby,,1,0,76.5048000,76.5048000,,,,,"Unpaid side of fare gates to Bottom of stairs for Summer Street, Atlantic Avenue, Financial Center",,"Summer Street, Atlantic Avenue, Financial Center",
sstat-051,node-sstat-north-fareunpaid,node-387-lobby,,1,0,76.5048000,76.5048000,,,,,Unpaid side of fare gates to Bottom of Escalator 387,,"Summer Street, Atlantic Avenue, Financial Center",
sstat-052,node-sstat-north-fareunpaid,node-386-lobby,,1,0,76.5048000,76.5048000,,,,,Unpaid side of fare gates to Bottom of Escalator 386,,"Summer Street, Atlantic Avenue, Financial Center",
sstat-053,node-sstat-north-fareunpaid,node-sstat-bldgstair-lobby,,1,0,57.9120000,57.9120000,,,,,Unpaid side of fare gates to Bottom of stairs for Commuter Rail concourse,,Silver Line Dudley / Bus Terminal / Commuter Rail,
sstat-054,node-sstat-north-fareunpaid,node-sstat-bldgescup-lobby,,1,0,57.9120000,57.9120000,,,,,Unpaid side of fare gates to Bottom of escalators for Commuter Rail concourse,,Silver Line Dudley / Bus Terminal / Commuter Rail,
sstat-055,node-sstat-north-fareunpaid,node-sstat-bldgescdown-lobby,,1,0,57.9120000,57.9120000,,,,,Unpaid side of fare gates to Bottom of escalators from Commuter Rail concourse,,Silver Line Dudley / Bus Terminal / Commuter Rail,
sstat-056,node-sstat-north-fareunpaid,node-6476-lobby,,1,0,71.0184000,71.0184000,,,,,Unpaid side of fare gates to Bottom of Elevator 6476,,Silver Line Dudley / Bus Terminal / Commuter Rail,
sstat-057,node-sstat-deweystair-lobby,node-sstat-south-fareunpaid,,1,0,9.1440000,9.1440000,,,,,"Bottom of stairs for Summer Street, Atlantic Avenue to Unpaid side of fare gates",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-058,node-949-lobby,node-sstat-south-fareunpaid,,1,0,95.7072000,95.7072000,,,,,Bottom of Elevator 949 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-059,node-424-lobby,node-sstat-south-fareunpaid,,1,0,91.4400000,91.4400000,,,,,Bottom of Escalator 424 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-060,node-sstat-reservestair-lobby,node-sstat-south-fareunpaid,,1,0,74.9808000,74.9808000,,,,,"Bottom of stairs for Atlantic Avenue, Summer Street to Unpaid side of fare gates",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-061,node-sstat-outmainstair-lobby,node-sstat-south-fareunpaid,,1,0,35.6616000,35.6616000,,,,,"Bottom of stairs for Summer Street, Atlantic Avenue, Amtrak, Commuter Rail to Unpaid side of fare gates",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-062,node-926-lobby,node-sstat-south-fareunpaid,,1,0,19.2024000,19.2024000,,,,,Bottom of Elevator 926 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-063,node-sstat-finctrstair-lobby,node-sstat-south-fareunpaid,,1,0,20.7264000,20.7264000,,,,,"Bottom of stairs for Summer Street, Atlantic Avenue, Financial Center to Unpaid side of fare gates",,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-064,node-387-lobby,node-sstat-south-fareunpaid,,1,0,20.7264000,20.7264000,,,,,Bottom of Escalator 387 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-065,node-386-lobby,node-sstat-south-fareunpaid,,1,0,20.7264000,20.7264000,,,,,Bottom of Escalator 386 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-066,node-sstat-bldgstair-lobby,node-sstat-south-fareunpaid,,1,0,43.5864000,43.5864000,,,,,Bottom of stairs for Commuter Rail concourse to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-067,node-sstat-bldgescup-lobby,node-sstat-south-fareunpaid,,1,0,43.5864000,43.5864000,,,,,Bottom of escalators for Commuter Rail concourse to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-068,node-sstat-bldgescdown-lobby,node-sstat-south-fareunpaid,,1,0,43.5864000,43.5864000,,,,,Bottom of escalators from Commuter Rail concourse to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-069,node-6476-lobby,node-sstat-south-fareunpaid,,1,0,56.6928000,56.6928000,,,,,Bottom of Elevator 6476 to Unpaid side of fare gates,,"Red Line, Silver Line - SL1/SL2/SL3",
sstat-070,node-sstat-south-fareunpaid,node-sstat-deweystair-lobby,,1,0,9.1440000,9.1440000,,,,,"Unpaid side of fare gates to Bottom of stairs for Summer Street, Atlantic Avenue",,"Summer Street, Atlantic Avenue",
sstat-071,node-sstat-south-fareunpaid,node-949-lobby,,1,0,95.7072000,95.7072000,,,,,Unpaid side of fare gates to Bottom of Elevator 949,,"Summer Street, Atlantic Avenue",
sstat-072,node-sstat-south-fareunpaid,node-424-lobby,,1,0,91.4400000,91.4400000,,,,,Unpaid side of fare gates to Bottom of Escalator 424,,"Summer Street, Atlantic Avenue",
sstat-073,node-sstat-south-fareunpaid,node-sstat-reservestair-lobby,,1,0,74.9808000,74.9808000,,,,,"Unpaid side of fare gates to Bottom of stairs for Atlantic Avenue, Summer Street",,"Atlantic Avenue, Summer Street",
sstat-074,node-sstat-south-fareunpaid,node-sstat-outmainstair-lobby,,1,0,35.6616000,35.6616000,,,,,"Unpaid side of fare gates to Bottom of stairs for Summer Street, Atlantic Avenue, Amtrak, Commuter Rail",,"Summer Street, Atlantic Avenue, Amtrak, Commuter Rail",
sstat-075,node-sstat-south-fareunpaid,node-926-lobby,,1,0,19.2024000,19.2024000,,,,,Unpaid side of fare gates to Bottom of Elevator 926,,"Bus Terminal, Summer Street, Atlantic Avenue, Commuter Rail, Amtrak",
sstat-076,node-sstat-south-fareunpaid,node-sstat-finctrstair-lobby,,1,0,20.7264000,20.7264000,,,,,"Unpaid side of fare gates to Bottom of stairs for Summer Street, Atlantic Avenue, Financial Center",,"Summer Street, Atlantic Avenue, Financial Center",
sstat-077,node-sstat-south-fareunpaid,node-387-lobby,,1,0,20.7264000,20.7264000,,,,,Unpaid side of fare gates to Bottom of Escalator 387,,"Summer Street, Atlantic Avenue, Financial Center",
sstat-078,node-sstat-south-fareunpaid,node-386-lobby,,1,0,20.7264000,20.7264000,,,,,Unpaid side of fare gates to Bottom of Escalator 386,,"Summer Street, Atlantic Avenue, Financial Center",
sstat-079,node-sstat-south-fareunpaid,node-sstat-bldgstair-lobby,,1,0,43.5864000,43.5864000,,,,,Unpaid side of fare gates to Bottom of stairs for Commuter Rail concourse,,Silver Line Dudley / Bus Terminal / Commuter Rail,
sstat-080,node-sstat-south-fareunpaid,node-sstat-bldgescup-lobby,,1,0,43.5864000,43.5864000,,,,,Unpaid side of fare gates to Bottom of escalators for Commuter Rail concourse,,Silver Line Dudley / Bus Terminal / Commuter Rail,
sstat-081,node-sstat-south-fareunpaid,node-sstat-bldgescdown-lobby,,1,0,43.5864000,43.5864000,,,,,Unpaid side of fare gates to Bottom of escalators from Commuter Rail concourse,,Silver Line Dudley / Bus Terminal / Commuter Rail,
sstat-082,node-sstat-south-fareunpaid,node-6476-lobby,,1,0,56.6928000,56.6928000,,,,,Unpaid side of fare gates to Bottom of Elevator 6476,,Silver Line Dudley / Bus Terminal / Commuter Rail,
sstat-083,node-sstat-deweystair-lobby,node-382-lobby,,1,0,40.2336000,40.2336000,,,,,"Bottom of stairs for Summer Street, Atlantic Avenue to Top of Escalator 382",,Not an entrance,
sstat-084,node-949-lobby,node-382-lobby,,1,0,44.5008000,44.5008000,,,,,Bottom of Elevator 949 to Top of Escalator 382,,Not an entrance,
sstat-085,node-424-lobby,node-382-lobby,,1,0,40.2336000,40.2336000,,,,,Bottom of Escalator 424 to Top of Escalator 382,,Not an entrance,
