"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color"
"701-1054","1","70A",,,3,,"FFFF7C","000000"
"7011-1054","1","CT1",,,3,,"FFFF7C","000000"
"702-1054","1","70A",,,3,,"FFFF7C","000000"
"703-1054","1","70A",,,3,,"FFFF7C","000000"
"704-1054","1","70A",,,3,,"FFFF7C","000000"
"705-1054","1","70A",,,3,,"FFFF7C","000000"
"708_-1054","1","CT3",,,3,,"FFFF7C","000000"
"708-1054","1","70A",,,3,,"FFFF7C","000000"
"7081-1054","1","CT3",,,3,,"FFFF7C","000000"
"71_-1054","1","71",,,3,,"FFFF7C","000000"
"711-1054","1","71",,,3,,"FFFF7C","000000"
"712-1054","1","71",,,3,,"FFFF7C","000000"
"713-1054","1","71",,,3,,"FFFF7C","000000"
"72_-1054","1","72",,,3,,"FFFF7C","000000"
"725-1054","1","72",,,3,,"FFFF7C","000000"
"726-1054","1","72",,,3,,"FFFF7C","000000"
"73_-1054","1","73",,,3,,"FFFF7C","000000"
"731-1054","1","73",,,3,,"FFFF7C","000000"
"732-1054","1","73",,,3,,"FFFF7C","000000"
"74_-1054","1","74",,,3,,"FFFF7C","000000"
"741_-1054","1","","Silver Line SL1",,3,,"555555","FFFFFF"
"742_-1054","1","","Silver Line SL2",,3,,"555555","FFFFFF"
"7421-1054","1","","Silver Line SL2",,3,,"555555","FFFFFF"
"7423-1054","1","","Silver Line SL2",,3,,"555555","FFFFFF"
"746_-1054","1","","Silver Line",,3,,"555555","FFFFFF"
"747_-1054","1","CT2",,,3,,"FFFF7C","000000"
"748_-1054","1","CT2",,,3,,"FFFF7C","000000"
"749_-1054","1","","Silver Line",,3,,"555555","FFFFFF"
"75_-1054","1","75",,,3,,"FFFF7C","000000"
"76_-1054","1","76",,,3,,"FFFF7C","000000"
"763-1054","1","76",,,3,,"FFFF7C","000000"
"764-1054","1","76",,,3,,"FFFF7C","000000"
"77_-1054","1","77",,,3,,"FFFF7C","000000"
"774-1054","1","77",,,3,,"FFFF7C","000000"
"781-1054","1","78",,,3,,"FFFF7C","000000"
"782-1054","1","78",,,3,,"FFFF7C","000000"
"79_-1054","1","79",,,3,,"FFFF7C","000000"
"791-1054","1","79",,,3,,"FFFF7C","000000"
"80_-1054","1","80",,,3,,"FFFF7C","000000"
"801-1054","1","80",,,3,,"FFFF7C","000000"
"810_-1054","1","","Green Line",,0,,"427B1D","FFFFFF"
"811_-1054","1","","Green Line",,0,,"427B1D","FFFFFF"
"812_-1054","1","","Green Line",,0,,"427B1D","FFFFFF"
"822_-1054","1","","Green Line",,0,,"427B1D","FFFFFF"
"830_-1054","1","","Green Line",,0,,"427B1D","FFFFFF"
"831_-1054","1","","Green Line",,0,,"427B1D","FFFFFF"
"831-1054","1","83",,,3,,"FFFF7C","000000"
"832-1054","1","83",,,3,,"FFFF7C","000000"
"841-1054","1","84",,,3,,"FFFF7C","000000"
"842-1054","1","84",,,3,,"FFFF7C","000000"
"85_-1054","1","85",,,3,,"FFFF7C","000000"
"852_-1054","1","","Green Line",,0,,"427B1D","FFFFFF"
"86_-1054","1","86",,,3,,"FFFF7C","000000"
"868-1054","1","86",,,3,,"FFFF7C","000000"
"869-1054","1","86",,,3,,"FFFF7C","000000"
"87_-1054","1","87",,,3,,"FFFF7C","000000"
"872-1054","1","87",,,3,,"FFFF7C","000000"
"88_-1054","1","88",,,3,,"FFFF7C","000000"
"880_-1054","1","","Green Line",,0,,"427B1D","FFFFFF"
"881_-1054","1","","Green Line",,0,,"427B1D","FFFFFF"
"881-1054","1","88",,,3,,"FFFF7C","000000"
"883-1054","1","88",,,3,,"FFFF7C","000000"
"89_-1054","1","89",,,3,,"FFFF7C","000000"
"891-1054","1","89",,,3,,"FFFF7C","000000"
"892-1054","1","89",,,3,,"FFFF7C","000000"
"893-1054","1","89",,,3,,"FFFF7C","000000"
"894-1054","1","89",,,3,,"FFFF7C","000000"
"899_-1054","1","","Mattapan High-Speed Line",,0,,"E12D27","FFFFFF"
"90_-1054","1","90",,,3,,"FFFF7C","000000"
"903_-1054","1","","Orange Line",,1,,"E87200","FFFFFF"
"91_-1054","1","91",,,3,,"FFFF7C","000000"
"9109-1054","1","9109",,,3,,"FFFF7C","000000"
"9111-1054","1","9111",,,3,,"FFFF7C","000000"
"913_-1054","1","","Orange Line",,1,,"E87200","FFFFFF"
"92_-1054","1","92",,,3,,"FFFF7C","000000"
"921-1054","1","92",,,3,,"FFFF7C","000000"
"923-1054","1","92",,,3,,"FFFF7C","000000"
"93_-1054","1","93",,,3,,"FFFF7C","000000"
"931_-1054","1","","Red Line",,1,,"E12D27","FFFFFF"
"931-1054","1","93",,,3,,"FFFF7C","000000"
"932-1054","1","93",,,3,,"FFFF7C","000000"
"933_-1054","1","","Red Line",,1,,"E12D27","FFFFFF"
"934-1054","1","93",,,3,,"FFFF7C","000000"
"941-1054","1","94",,,3,,"FFFF7C","000000"
"942-1054","1","94",,,3,,"FFFF7C","000000"
"946_-1054","1","","Blue Line",,1,,"2F5DA6","FFFFFF"
"9462-1054","1","","Blue Line",,1,,"2F5DA6","FFFFFF"
"948_-1054","1","","Blue Line",,1,,"2F5DA6","FFFFFF"
"9482-1054","1","","Blue Line",,1,,"2F5DA6","FFFFFF"
"95_-1054","1","95",,,3,,"FFFF7C","000000"
"9501-1054","1","9501",,,3,,"FFFF7C","000000"
"9502-1054","1","9502",,,3,,"FFFF7C","000000"
"9507-1054","1","9507",,,3,,"FFFF7C","000000"
"952-1054","1","95",,,3,,"FFFF7C","000000"
"955-1054","1","95",,,3,,"FFFF7C","000000"
"96_-1054","1","96",,,3,,"FFFF7C","000000"
"9601-1054","1","9601",,,3,,"FFFF7C","000000"
"9701-1054","1","9701",,,3,,"FFFF7C","000000"
"9702-1054","1","9702",,,3,,"FFFF7C","000000"
"9703-1054","1","9703",,,3,,"FFFF7C","000000"
"975-1054","1","97",,,3,,"FFFF7C","000000"
"991-1054","1","99",,,3,,"FFFF7C","000000"
"997-1054","1","99",,,3,,"FFFF7C","000000"
"998-1054","1","99",,,3,,"FFFF7C","000000"
"fairmount-line","1","","Fairmount Line","",2,"","8B118F","FFFFFF"
"fitchburgsouth-acton-line","1","","Fitchburg/South Acton Line","",2,"","8B118F","FFFFFF"
"framinghamworcester-line","1","","Framingham/Worcester Line","",2,"","8B118F","FFFFFF"
"franklin-line","1","","Franklin Line","",2,"","8B118F","FFFFFF"
"greenbush-line","1","","Greenbush Line","",2,"","8B118F","FFFFFF"
"haverhill-line","1","","Haverhill Line","",2,"","8B118F","FFFFFF"
"kingstonplymouth-middleboroughlakeville","1","","Kingston/Plymouth & Middleborough/Lakeville","",2,"","8B118F","FFFFFF"
"lowell-line","1","","Lowell Line","",2,"","8B118F","FFFFFF"
"needham-line","1","","Needham Line","",2,"","8B118F","FFFFFF"
"newburyportrockport-line","1","","Newburyport/Rockport Line","",2,"","8B118F","FFFFFF"
"providencestoughton-line","1","","Providence/Stoughton Line","",2,"","8B118F","FFFFFF"
"Boat-F1","1","F1","Hingham Boat",,4,,,
"Boat-F2","1","F2","Quincy Boat",,4,,,
"Boat-F2(H)","1","F2(H)","Quincy/Hull Boat",,4,,,
"Boat-F4","1","F4","Charlestown Ferry",,4,,,
"Logan-22","2","Shuttle","Massport Subway Shuttle (22)",,3,,,
"Logan-33","2","Shuttle","Massport Subway Shuttle (33)",,3,,,
"Logan-55","2","Shuttle","Massport Subway Shuttle (55)",,3,,,
"Logan-44","2","Shuttle","Massport Ferry Terminal Shuttle (44)",,3,,,
"Logan-66","2","Shuttle","Massport Subway / Ferry Terminal Shuttle (66)",,3,,,
